Date,HK.00316,HK.01378,HK.00883,HK.01171,HK.00386,HK.01308,HK.01088,HK.00998,600019.SS,HK.01919,HK.03988,HK.01288,HK.03323,HK.00762,HK.00857,HK.03328,HK.00728,HK.00941,HK.00939,000651.SZ,601088.SS,HK.02007,601006.SS,HK.01398,002157.SZ,601155.SS,HK.00267,HK.01044,601328.SS,600028.SS,601169.SS,HK.00017,HK.00868,601225.SS,601988.SS,HK.00688,000002.SZ,601818.SS,601288.SS,HK.02628,HK.00006,601398.SS,000069.SZ,600000.SS,601939.SS
2019-10-29,-24.316,3.11,10.88,5.1643,4.03433,5.22,12.32401,4.0336,5.094871997833252,2.2923054,2.79304,2.83648,5.7912,7.37566,3.65707,4.63825,3.15,57.657,5.56942,51.99135208129883,15.446453094482422,9.6976,6.576379776000977,4.99266,17.297800064086914,29.873939514160156,9.437,48.78014,4.963967800140381,4.397576808929443,4.874796390533447,38.34,7.2,7.514731407165527,3.2922582626342773,23.1,24.325584411621094,3.9654271602630615,3.2354648113250732,18.17213,49.78,5.3269758224487305,6.313371181488037,11.528729438781738,6.613311290740967
2019-10-30,-23.516,3.02,10.68,5.0443,3.96433,5.32,12.40401,3.9636,5.060272216796875,2.2692285,2.77304,2.80648,5.7112,7.30566,3.57707,4.58825,3.1,57.157,5.48942,51.361053466796875,15.463234901428223,9.6376,6.567738056182861,4.97266,17.024425506591797,30.10025978088379,9.297,49.18014,4.955166816711426,4.371139049530029,4.901337623596191,38.18,7.17,7.541378974914551,3.2922582626342773,22.65,24.307342529296875,4.0009918212890625,3.24442720413208,18.48213,50.23,5.363029956817627,6.331539154052734,11.366225242614746,6.631430149078369
2019-10-31,-24.016,2.92,10.56,5.0143,3.86433,5.46,12.40401,3.9836,5.017022132873535,2.2615362,2.76304,2.80648,5.6712,7.26566,3.41707,4.63825,3.09,57.157,5.56942,51.38731384277344,15.471624374389648,9.7576,6.593663215637207,5.03266,15.902663230895996,28.80571937561035,9.377,49.33014,4.937563896179199,4.318263053894043,4.901337623596191,38.82,7.08,7.443670272827148,3.301180362701416,22.6,24.197891235351562,3.858734130859375,3.262352466583252,18.83213,50.33,5.3269758224487305,6.395127296447754,11.294001579284668,6.604251861572266
2019-11-01,-24.016,2.96,10.76,5.0143,3.87433,5.48,12.18401,4.0136,5.017022132873535,2.2923054,2.80304,2.84648,5.9412,7.27566,3.37707,4.70825,3.11,57.607,5.61942,55.83445739746094,15.421280860900879,9.9776,6.680080890655518,5.10266,15.714130401611328,30.00067901611328,9.437,48.53014,4.981570720672607,4.309450149536133,4.98096227645874,38.74,7.2,7.523613929748535,3.301180362701416,23.1,24.471519470214844,4.0009918212890625,3.2802774906158447,18.98213,50.63,5.3540167808532715,6.48596715927124,11.510672569274902,6.613311290740967
2019-11-04,-24.216,2.96,11.06,5.2243,3.93433,5.57,12.24401,4.0836,4.947820663452148,2.3461515,2.86304,2.88648,6.2412,7.35566,3.44707,4.76825,3.11,57.557,5.73942,56.420989990234375,15.320600509643555,10.3376,6.775140285491943,5.21266,15.69527816772461,29.873939514160156,9.577,50.53014,4.981570720672607,4.318263053894043,5.007503509521484,39.14,7.3,7.496965408325195,3.301180362701416,23.85,24.498882293701172,4.036556243896484,3.271315097808838,19.23213,50.98,5.317962646484375,6.476883411407471,11.501644134521484,6.649548530578613
2019-11-05,-23.516,3.02,11.32,5.3343,4.01433,5.61,12.74401,4.1436,4.930521011352539,2.384613,2.87304,2.90648,6.2812,7.35566,3.52707,4.76825,3.1,57.907,5.75942,56.09708786010742,15.35416030883789,10.4576,6.749215126037598,5.20266,15.553878784179688,29.90109634399414,9.537,50.23014,5.043179988861084,4.344700813293457,5.078280925750732,39.78,7.45,7.630206108093262,3.3190245628356934,24.9,24.51712417602539,4.152140140533447,3.2802774906158447,19.58213,50.88,5.335989475250244,6.54955530166626,11.691231727600098,6.68578577041626
2019-11-06,-24.016,3.03,11.28,5.3243,4.06433,5.63,12.48401,4.1336,4.930521011352539,2.3692284,2.85304,2.89648,6.3412,7.31566,3.54707,4.74825,3.11,57.457,5.70942,55.58934020996094,15.253478050231934,10.5176,6.766498565673828,5.19266,14.592365264892578,30.33562660217285,9.497,49.68014,5.051981449127197,4.344700813293457,5.078280925750732,40.34,7.41,7.6213226318359375,3.3368687629699707,25.2,24.307342529296875,4.054338455200195,3.2982025146484375,19.83213,50.73,5.390070915222168,6.576807022094727,11.664148330688477,6.785438060760498
2019-11-07,-24.016,3.03,11.34,5.1943,4.05433,5.57,12.46401,4.2036,4.904571056365967,2.384613,2.88304,2.90648,6.4012,7.33566,3.53707,4.80825,3.12,57.607,5.81942,55.77317810058594,15.152793884277344,10.4776,6.723289966583252,5.27266,16.05348777770996,31.141321182250977,9.617,49.48014,5.043179988861084,4.353513717651367,5.051739692687988,40.74,7.39,7.585792541503906,3.327946662902832,25.25,24.234375,4.0009918212890625,3.2802774906158447,19.83213,51.08,5.363029956817627,6.558639049530029,11.51970100402832,6.785438060760498
2019-11-08,-23.916,3.07,11.5,5.1643,4.06433,5.58,12.60401,4.1736,4.852671146392822,2.4307668,2.86304,2.88648,6.4512,7.17566,3.51707,4.78825,3.08,57.657,5.72942,55.68564224243164,15.136014938354492,10.3976,6.697364330291748,5.25266,15.685850143432617,30.78826332092285,9.497,48.63014,4.981570720672607,4.344700813293457,4.989809036254883,39.86,7.43,7.496965408325195,3.2833361625671387,24.9,24.38943099975586,3.9654271602630615,3.2354648113250732,19.68213,50.53,5.290922164916992,6.449631214141846,11.348169326782227,6.658607482910156
2019-11-11,-24.016,2.94,11.12,4.9938,3.94433,5.59,12.24401,4.0536,4.740220546722412,2.3307669,2.78304,2.80648,6.2012,6.85566,3.41707,4.61825,2.97,56.107,5.52942,53.54960250854492,14.792013168334961,9.9576,6.619588375091553,5.08266,15.205094337463379,29.86488914489746,9.417,46.83014,4.928762435913086,4.2830119132995605,4.919031620025635,37.94,7.33,7.274899005889893,3.247647762298584,24.1,24.061077117919922,3.858734130859375,3.181689739227295,19.28213,49.88,5.20078706741333,6.340623378753662,11.095385551452637,6.540835857391357
2019-11-12,-23.916,2.88,11.22,5.0738,3.93433,5.61,12.10401,4.0836,4.696970462799072,2.3230746,2.78304,2.81648,6.2612,6.85566,3.40707,4.63825,2.96,56.107,5.56942,51.79000473022461,14.825573921203613,10.0776,6.619588375091553,5.10266,14.837456703186035,30.127416610717773,9.777,46.28014,4.902358531951904,4.2918243408203125,4.945573329925537,37.86,7.33,7.372608661651611,3.2654919624328613,24.3,23.969867706298828,3.8498430252075195,3.190652370452881,19.48213,50.18,5.227827548980713,6.340623378753662,11.05024528503418,6.558955192565918
2019-11-13,-23.916,2.81,10.92,5.0738,3.85433,5.54,11.86401,3.9936,4.627769947052002,2.2923054,2.72304,2.76648,6.0812,6.68566,3.31707,4.54825,2.87,55.007,5.46942,51.51862335205078,14.607428550720215,9.7776,6.602304935455322,5.01266,14.479246139526367,29.35793685913086,9.497,44.83014,4.884756088256836,4.2918243408203125,4.9278788566589355,35.7,7.4,7.328195571899414,3.2565698623657227,23.7,23.887779235839844,3.840951919555664,3.1996147632598877,19.18213,48.78,5.20078706741333,6.331539154052734,11.041216850280762,6.51365852355957
2019-11-14,-22.716,2.76,10.78,4.8938,3.80433,5.35,11.70401,3.9836,4.619120121002197,2.2461516,2.71304,2.75648,6.0312,6.65566,3.28707,4.46825,2.81,54.557,5.43942,51.76375198364258,14.473183631896973,9.6776,6.654155731201172,4.96266,14.818604469299316,29.240249633789062,9.257,45.03014,4.867153167724609,4.274198532104492,4.936726093292236,35.46,7.42,7.283782005310059,3.2298033237457275,23.5,24.0701961517334,3.8231701850891113,3.190652370452881,18.98213,49.13,5.182760238647461,6.258867263793945,10.959965705871582,6.486480236053467
2019-11-15,-22.716,2.72,10.74,4.8438,3.79433,5.39,11.64401,3.9936,4.567220211029053,2.230767,2.71304,2.74648,5.9612,6.62566,3.26707,4.46825,2.81,54.557,5.46942,51.52738571166992,14.179524421691895,9.6176,6.593663215637207,5.00266,14.347274780273438,29.095407485961914,9.177,44.53014,4.849550724029541,4.274198532104492,4.936726093292236,35.54,7.44,7.141659736633301,3.220881462097168,23.4,24.161407470703125,3.778714656829834,3.1996147632598877,18.93213,48.68,5.218813896179199,6.267951965332031,10.968994140625,6.477421283721924
2019-11-18,-22.716,2.8,10.86,4.9338,3.79433,5.37,11.80401,4.0236,4.55856990814209,2.2923054,2.74304,2.78648,6.0912,6.71566,3.27707,4.50825,2.86,54.957,5.56942,51.64118576049805,14.397671699523926,9.7576,6.671439170837402,5.11266,14.592365264892578,29.421306610107422,9.257,44.88014,4.875954627990723,4.327075481414795,4.963267803192139,36.18,7.5,7.186072826385498,3.2298033237457275,23.9,24.09756088256836,3.876516580581665,3.2175397872924805,19.23213,49.33,5.24585485458374,6.231616020202637,11.05024528503418,6.495539665222168
2019-11-19,-22.016,2.94,10.82,4.9338,3.81433,5.36,11.72401,3.9736,4.6450700759887695,2.2846131,2.80304,2.83648,6.2312,6.87566,3.28707,4.55825,2.9,55.557,5.67942,52.05263137817383,14.481575012207031,10.0176,6.697364330291748,5.19266,14.516952514648438,29.819623947143555,9.337,45.73014,4.884756088256836,4.318263053894043,4.963267803192139,36.98,7.69,7.337078094482422,3.2387256622314453,24.3,24.371187210083008,3.8498430252075195,3.2265024185180664,19.38213,49.83,5.272895336151123,6.28611946105957,11.041216850280762,6.51365852355957
2019-11-20,-22.016,2.9,10.64,4.9138,3.82433,5.57,11.62401,3.8836,4.653720378875732,2.2538439,2.78304,2.80648,6.2412,6.81566,3.27707,4.51825,2.89,55.457,5.65942,51.52738571166992,14.456402778625488,9.8976,6.723289966583252,5.17266,14.234156608581543,29.013933181762695,9.237,45.38014,4.8407487869262695,4.335888385772705,4.901337623596191,36.98,7.75,7.337078094482422,3.2298033237457275,24.4,24.307342529296875,3.7520411014556885,3.2085773944854736,19.08213,50.08,5.227827548980713,6.231616020202637,10.8696870803833,6.441184043884277
2019-11-21,-20.516,2.77,10.48,4.9738,3.78433,5.36,11.50401,3.8336,4.653720378875732,2.2076901,2.72304,2.75648,6.3012,6.69566,3.23707,4.45825,2.81,54.357,5.52942,50.293033599853516,14.422842979431152,9.7176,6.766498565673828,5.05266,14.111610412597656,28.588455200195312,8.977,45.58014,4.823145866394043,4.353513717651367,4.910184860229492,36.7,7.61,7.372608661651611,3.2387256622314453,24.0,24.39855194091797,3.743150234222412,3.2175397872924805,18.58213,49.63,5.164733409881592,6.213447570800781,10.797462463378906,6.4593024253845215
2019-11-22,-20.216,2.72,10.66,5.0038,3.78433,5.48,11.56401,3.8636,4.75752067565918,2.1999978,2.75304,2.78648,6.4512,6.67566,3.23707,4.47825,2.82,54.657,5.58942,49.65398025512695,14.51513385772705,9.7176,6.783782005310059,5.05266,14.158743858337402,28.561296463012695,9.057,46.13014,4.8407487869262695,4.353513717651367,4.910184860229492,36.7,7.68,7.363725662231445,3.220881462097168,24.45,24.635696411132812,3.7164764404296875,3.2265024185180664,18.63213,49.53,5.1467061042785645,6.149859428405762,10.824546813964844,6.4683613777160645
2019-11-25,-20.216,2.72,10.72,5.3538,3.87433,5.58,12.06401,3.8736,4.982422351837158,2.2615362,2.76304,2.80648,6.9112,6.71566,3.28707,4.55825,2.84,55.307,5.65942,50.60818862915039,14.934646606445312,10.1176,6.844274520874023,5.13266,14.337847709655762,28.950563430786133,9.257,46.78014,4.902358531951904,4.424015522003174,4.963267803192139,37.5,7.52,7.665736675262451,3.2565698623657227,24.85,26.131532669067383,3.7876057624816895,3.262352466583252,18.83213,50.33,5.254868030548096,6.331539154052734,10.896769523620605,6.5317769050598145
2019-11-26,-20.116,2.76,10.68,5.3838,3.86433,5.58,12.06401,3.8536,4.895920753479004,2.2384593,2.77304,2.80648,6.8812,6.66566,3.27707,4.57825,2.82,54.907,5.65942,51.24724578857422,14.817183494567871,10.1576,6.870199680328369,5.15266,14.271862030029297,29.267410278320312,9.297,46.93014,4.893557071685791,4.432828903198242,4.945573329925537,36.78,7.55,7.834506988525391,3.2744140625,24.4,25.8579044342041,3.760932207107544,3.262352466583252,18.88213,49.48,5.272895336151123,6.431463241577148,10.88774299621582,6.5317769050598145
2019-11-27,-15.016,2.75,10.72,5.2738,3.87433,5.35,12.04401,3.8736,4.844020366668701,2.2615362,2.78304,2.82648,6.8512,6.58566,3.25707,4.54825,2.8,54.657,5.67942,50.45936584472656,14.59903621673584,10.0776,6.783782005310059,5.16266,13.913651466369629,29.93730926513672,9.277,47.23014,4.884756088256836,4.424015522003174,4.9278788566589355,37.26,7.62,7.674619197845459,3.2654919624328613,24.6,25.538671493530273,3.7342588901519775,3.2802774906158447,18.88213,49.38,5.299935817718506,6.331539154052734,10.824546813964844,6.540835857391357
2019-11-28,-15.016,2.78,10.54,5.1538,3.86433,5.51,11.92401,3.8336,4.75752067565918,2.2538439,2.76304,2.82648,6.8312,6.39566,3.24707,4.55825,2.78,53.657,5.65942,51.16845703125,14.464794158935547,10.0776,6.826990604400635,5.13266,13.98906421661377,30.054996490478516,9.177,47.43014,4.875954627990723,4.415203094482422,4.919031620025635,37.02,7.55,7.60355806350708,3.2565698623657227,24.6,25.356250762939453,3.7164764404296875,3.262352466583252,18.63213,49.78,5.263881683349609,6.28611946105957,10.797462463378906,6.4683613777160645
2019-11-29,-15.916,2.67,10.16,5.0738,3.75433,5.55,11.62401,3.7136,4.731570243835449,2.2230747,2.69304,2.74648,6.6112,6.19566,3.17707,4.41825,2.71,52.357,5.48942,50.52064514160156,14.439621925354004,9.7376,6.852916240692139,4.97266,13.781679153442383,29.557096481323242,8.877,46.23014,4.849550724029541,4.397576808929443,4.919031620025635,36.22,7.45,7.532495975494385,3.2387256622314453,24.05,25.265043258666992,3.6720213890075684,3.24442720413208,18.21213,48.83,5.218813896179199,6.258867263793945,10.75232219696045,6.432124137878418
2019-12-02,-14.866,2.64,10.16,4.9338,3.77433,5.57,11.76401,3.7336,4.7229204177856445,2.2153824,2.68304,2.76648,6.7412,6.19566,3.16707,4.40825,2.7,52.707,5.48942,50.52064514160156,14.506746292114258,10.0376,6.835632801055908,4.95266,14.422687530517578,30.779212951660156,8.947,46.03014,4.831947326660156,4.362326145172119,4.910184860229492,35.98,7.45,7.594675064086914,3.2298033237457275,24.75,25.584274291992188,3.725367784500122,3.24442720413208,18.31213,48.83,5.236841201782227,6.349707126617432,10.71621036529541,6.45024299621582
2019-12-03,-14.866,2.66,10.14,4.9538,3.73433,5.67,11.70401,3.7536,4.662370204925537,2.2076901,2.66304,2.76648,6.6712,6.25566,3.14707,4.39825,2.74,52.757,5.45942,53.22570037841797,14.582256317138672,9.9776,6.844274520874023,4.92266,14.262434959411621,30.724895477294922,8.957,45.78014,4.831947326660156,4.344700813293457,4.892490386962891,36.14,7.42,7.550261497497559,3.220881462097168,25.35,25.538671493530273,3.725367784500122,3.253390073776245,18.31213,49.58,5.218813896179199,6.395127296447754,10.707181930541992,6.477421283721924
2019-12-04,-13.816,2.59,9.96,4.8538,3.69433,5.63,11.58401,3.7236,4.696970462799072,2.1846132,2.65304,2.74648,6.4512,6.25566,3.10707,4.36825,2.75,52.607,5.42942,54.78395462036133,14.41445255279541,9.8176,6.826990604400635,4.86266,14.22472858428955,30.62531852722168,8.907,45.28014,4.805543422698975,4.327075481414795,4.874796390533447,35.3,7.43,7.461434841156006,3.21195912361145,24.5,25.338010787963867,3.6898036003112793,3.2354648113250732,17.91213,49.08,5.191773891448975,6.322455406188965,10.607874870300293,6.4683613777160645
2019-12-05,-12.966,2.61,10.1,4.8538,3.72433,5.79,11.52401,3.7536,4.6710205078125,2.2230747,2.66304,2.74648,6.4712,6.27566,3.12707,4.36825,2.74,52.657,5.45942,54.512569427490234,14.397671699523926,9.8376,6.792423725128174,4.88266,13.970211029052734,30.75205421447754,8.937,45.48014,4.814344882965088,4.344700813293457,4.901337623596191,35.5,7.47,7.408139228820801,3.2298033237457275,24.7,25.356250762939453,3.743150234222412,3.24442720413208,18.17213,49.13,5.20078706741333,6.313371181488037,10.734267234802246,6.4683613777160645
2019-12-06,-12.766,2.74,10.1,4.9038,3.71433,5.83,11.56401,3.7736,4.6796698570251465,2.1999978,2.70304,2.76648,6.4512,6.38566,3.14707,4.43825,2.74,52.657,5.54942,54.61762619018555,14.406061172485352,9.9776,6.809707164764404,4.94266,13.696839332580566,31.376689910888672,9.047,45.68014,4.814344882965088,4.335888385772705,4.910184860229492,36.14,7.45,7.470317840576172,3.2298033237457275,25.0,25.410978317260742,3.7164764404296875,3.2354648113250732,18.53213,49.93,5.173746585845947,6.28611946105957,10.761350631713867,6.4683613777160645
2019-12-09,-6.516,2.78,10.12,4.9738,3.76433,5.87,11.72401,3.7536,4.869970798492432,2.1999978,2.70304,2.77648,6.4312,6.36566,3.19707,4.46825,2.75,53.357,5.55942,54.40752029418945,14.674549102783203,10.1576,6.8183488845825195,4.96266,14.375554084777832,33.13291549682617,9.067,46.23014,4.8407487869262695,4.362326145172119,4.9278788566589355,36.3,7.5,7.665736675262451,3.2298033237457275,25.55,25.693727493286133,3.707585573196411,3.2354648113250732,18.53213,49.68,5.173746585845947,6.449631214141846,10.743294715881348,6.423065185546875
2019-12-10,-6.566,2.85,10.08,5.0338,3.75433,6.03,11.66401,3.7636,4.852671146392822,2.1923055,2.69304,2.77648,6.4912,6.35566,3.18707,4.45825,2.76,53.357,5.56942,54.41627883911133,14.473183631896973,10.1976,6.731931209564209,4.97266,13.979637145996094,33.495025634765625,8.977,45.73014,4.823145866394043,4.353513717651367,4.919031620025635,36.22,7.36,7.674619197845459,3.220881462097168,26.25,25.44746208190918,3.707585573196411,3.2354648113250732,18.63213,49.33,5.1467061042785645,6.440547466278076,10.707181930541992,6.404946804046631
2019-12-11,-5.716,2.93,10.16,5.0938,3.76433,6.11,11.76401,3.8436,4.895920753479004,2.2384593,2.73304,2.80648,6.6112,6.30566,3.19707,4.51825,2.78,53.457,5.62942,53.75095748901367,14.4983549118042,10.3176,6.740573406219482,5.02266,13.894798278808594,33.540287017822266,8.977,45.48014,4.8407487869262695,4.371139049530029,4.9278788566589355,36.14,7.47,7.594675064086914,3.220881462097168,26.75,25.538671493530273,3.840951919555664,3.2354648113250732,19.08213,49.53,5.182760238647461,6.540471076965332,10.81551742553711,6.432124137878418
2019-12-12,-5.166,2.95,10.26,5.0238,3.80433,6.23,11.88401,3.8836,4.809420585632324,2.2461516,2.75304,2.81648,6.6212,6.40566,3.26707,4.57825,2.78,53.657,5.65942,53.820987701416016,14.397671699523926,10.4576,6.766498565673828,5.06266,13.998491287231445,33.28681182861328,9.137,46.03014,4.831947326660156,4.362326145172119,4.910184860229492,37.02,7.51,7.550261497497559,3.220881462097168,26.6,25.538671493530273,3.8320608139038086,3.2354648113250732,19.28213,50.08,5.173746585845947,6.5041351318359375,10.743294715881348,6.441184043884277
2019-12-13,-5.216,3.03,10.58,5.1638,3.89433,6.37,11.96401,4.0336,4.921871185302734,2.384613,2.81304,2.86648,6.7012,6.51566,3.39707,4.69825,2.84,54.957,5.76942,55.14288330078125,14.4983549118042,10.6776,6.852916240692139,5.19266,13.9513578414917,33.52218246459961,9.377,48.68014,4.884756088256836,4.397576808929443,4.98096227645874,37.82,7.74,7.6213226318359375,3.2565698623657227,27.0,25.67548370361328,3.920971632003784,3.2802774906158447,20.03213,50.53,5.24585485458374,6.622227191925049,10.941909790039062,6.522717475891113
2019-12-16,-4.366,3.01,10.54,5.1038,3.85433,6.33,11.92401,3.9836,4.9564714431762695,2.3692284,2.79304,2.84648,6.8512,6.45566,3.36707,4.63825,2.82,55.057,5.71942,55.23917007446289,14.590646743774414,10.7176,6.870199680328369,5.12266,13.791105270385742,33.90239715576172,9.297,48.43014,4.875954627990723,4.415203094482422,4.963267803192139,37.5,7.87,7.630206108093262,3.2565698623657227,26.95,26.861209869384766,3.9031894207000732,3.262352466583252,19.78213,51.58,5.209800720214844,6.68581485748291,10.95093822479248,6.477421283721924
2019-12-17,-3.916,3.06,10.86,5.2138,3.92433,6.06,12.20401,4.1436,5.017022132873535,2.4538437,2.84304,2.91648,6.8412,6.50566,3.41707,4.78825,2.83,55.307,5.84942,56.12335205078125,14.825573921203613,10.9976,6.913408279418945,5.26266,14.22472858428955,34.46366500854492,9.457,50.28014,4.928762435913086,4.476892471313477,5.042891979217529,37.18,7.83,7.7812113761901855,3.2833361625671387,26.85,27.773305892944336,3.992100477218628,3.2802774906158447,19.78213,51.38,5.263881683349609,6.776655197143555,11.185665130615234,6.549895763397217
2019-12-18,-3.066,3.06,11.28,5.1138,3.95433,6.15,12.20401,4.1936,4.982422351837158,2.4307668,2.85304,2.96648,6.8512,6.51566,3.42707,4.77825,2.84,55.457,5.88942,56.35095977783203,14.741671562194824,10.8976,6.999825954437256,5.32266,14.149316787719727,33.992923736572266,9.437,51.73014,4.937563896179199,4.468080043792725,5.034045219421387,36.86,7.76,7.745680809020996,3.2744140625,26.7,27.645610809326172,3.9832093715667725,3.2982025146484375,19.83213,51.18,5.290922164916992,6.803906440734863,11.194693565368652,6.558955192565918
2019-12-19,-3.636,3.02,11.28,5.0838,3.92433,6.19,12.26401,4.1336,4.9564714431762695,2.4307668,2.85304,2.96648,6.7012,6.49566,3.39707,4.78825,2.83,55.807,5.89942,56.9024772644043,14.867526054382324,10.7776,7.060318470001221,5.35266,14.13988971710205,33.73039627075195,9.317,51.73014,4.9463653564453125,4.4592671394348145,5.034045219421387,36.94,7.83,7.807858943939209,3.2922582626342773,26.8,28.30232048034668,3.9832093715667725,3.3071649074554443,19.73213,50.93,5.3450026512146,6.822074890136719,11.20372200012207,6.57707405090332
2019-12-20,-7.536,3.03,11.3,5.0738,3.96433,6.25,12.34401,4.1436,4.861320972442627,2.4307668,2.86304,2.98648,6.7112,6.74566,3.42707,4.75825,2.88,57.307,5.87942,56.47351837158203,14.909478187561035,10.8776,7.103527545928955,5.37266,14.988282203674316,34.21018981933594,9.377,51.33014,4.955166816711426,4.450454235076904,5.051739692687988,37.34,7.94,7.772328853607178,3.301180362701416,27.4,28.89518165588379,3.938753843307495,3.325089931488037,19.83213,51.38,5.3540167808532715,6.8765788078308105,11.212749481201172,6.568014621734619
2019-12-23,-9.886,3.0,11.46,5.0838,3.98433,6.29,12.44401,4.1136,4.826720714569092,2.384613,2.88304,2.98648,6.8412,6.66566,3.40707,4.77825,2.89,57.057,5.93942,56.46476745605469,14.657769203186035,10.9376,7.043034553527832,5.36266,14.592365264892578,33.621761322021484,9.357,51.28014,4.902358531951904,4.397576808929443,4.9721150398254395,37.18,8.02,7.710149765014648,3.2744140625,27.55,28.284076690673828,3.9031894207000732,3.3071649074554443,19.78213,51.53,5.299935817718506,6.713066577911377,11.014134407043457,6.51365852355957
2019-12-24,-9.986,2.95,11.42,5.0338,3.98433,6.41,12.52401,4.1236,4.8786211013793945,2.3615361,2.88304,2.99648,6.8912,6.68566,3.38707,4.77825,2.9,57.607,5.88942,56.91998291015625,14.783623695373535,10.8576,6.991184234619141,5.33266,14.262434959411621,33.20533752441406,9.337,50.93014,4.911159992218018,4.424015522003174,4.98096227645874,37.18,8.0,7.772328853607178,3.2744140625,27.3,27.709457397460938,3.894298791885376,3.2982025146484375,19.63213,51.48,5.281908988952637,6.731234550476074,11.086357116699219,6.51365852355957
2019-12-25,,,,,,,,,4.826720714569092,,,,,,,,,,,56.37722396850586,14.72489070892334,,7.017109394073486,,14.290714263916016,33.350181579589844,,,4.902358531951904,4.415203094482422,4.963267803192139,,,7.665736675262451,3.2654919624328613,,27.627370834350586,3.8854076862335205,3.2892401218414307,,,5.254868030548096,6.694899082183838,11.05024528503418,6.495539665222168
2019-12-26,,,,,,,,,4.869970798492432,,,,,,,,,,,56.70988464355469,14.842355728149414,,7.02575159072876,,14.394408226013184,34.1106071472168,,,4.928762435913086,4.424015522003174,4.989809036254883,,,7.816741943359375,3.2833361625671387,,28.384408950805664,3.938753843307495,3.325089931488037,,,5.281908988952637,6.840242862701416,11.095385551452637,6.549895763397217
2019-12-27,-8.136,3.11,11.64,5.1438,4.05433,6.43,12.82401,4.1836,4.9132208824157715,2.4230745,2.90304,3.02648,7.1712,6.76566,3.48707,4.86825,2.97,58.757,6.01942,56.49102783203125,14.951428413391113,11.2776,6.999825954437256,5.39266,14.941150665283203,33.85713195800781,9.437,50.88014,4.9463653564453125,4.450454235076904,4.98096227645874,37.42,8.19,7.905567646026611,3.2922582626342773,27.9,28.27495765686035,3.9476449489593506,3.34301495552063,19.83213,51.83,5.317962646484375,6.894746780395508,11.122468948364258,6.568014621734619
2019-12-30,-8.886,3.2,11.72,5.4338,4.04433,6.41,13.02401,4.2036,4.973771572113037,2.4307668,2.91304,3.01648,7.5712,6.81566,3.46707,4.85825,2.96,59.157,6.00942,57.41022491455078,15.320600509643555,11.3976,7.103527545928955,5.36266,14.856310844421387,34.907249450683594,9.397,50.28014,4.963967800140381,4.476892471313477,5.007503509521484,37.98,8.57,8.029926300048828,3.3101024627685547,27.9,28.794851303100586,3.9031894207000732,3.334052562713623,20.03213,51.93,5.3089494705200195,7.067342758178711,11.140525817871094,6.549895763397217
2019-12-31,-9.736,3.26,11.76,5.1538,4.05433,6.31,12.74401,4.1036,4.965121269226074,2.4307668,2.88304,3.00648,7.7512,6.83566,3.47707,4.81825,2.96,58.857,5.98942,57.41022491455078,15.31220817565918,11.3176,7.094885349273682,5.39266,15.27108097076416,35.052093505859375,9.497,50.03014,4.955166816711426,4.503331184387207,5.025197505950928,38.06,8.57,7.985511779785156,3.2922582626342773,28.15,29.35123062133789,3.920971632003784,3.3071649074554443,20.08213,51.38,5.299935817718506,7.076426029205322,11.167609214782715,6.549895763397217
2020-01-02,-9.836,3.39,11.78,5.2638,4.06433,6.41,13.02401,4.1636,5.017022132873535,2.6538435,2.92304,3.04648,8.0512,6.81566,3.49707,4.88825,2.95,58.707,6.05942,59.44120788574219,15.597477912902832,11.7176,7.060318470001221,5.44266,15.676423072814941,35.196937561035156,9.497,49.63014,4.999173164367676,4.55620813369751,5.06943416595459,38.14,8.59,8.012160301208496,3.3190245628356934,28.5,29.697826385498047,3.956536054611206,3.34301495552063,20.43213,51.53,5.381056785583496,7.067342758178711,11.257889747619629,6.62237024307251
2020-01-03,-10.536,3.38,12.04,5.3238,4.13433,6.41,13.08401,4.1336,5.017022132873535,2.5153821,2.91304,3.02648,7.9212,6.78566,3.60707,4.85825,2.92,57.757,5.97942,58.74086380004883,15.572305679321289,11.4176,7.0516767501831055,5.39266,15.52559757232666,34.680931091308594,9.337,48.23014,5.007974624633789,4.64433479309082,5.078280925750732,38.22,8.67,7.994394302368164,3.3101024627685547,27.75,29.23265838623047,3.929863214492798,3.334052562713623,19.93213,51.63,5.399084091186523,7.040090084075928,11.375252723693848,6.62237024307251
2020-01-06,-8.686,3.17,12.52,5.3338,4.16433,6.41,13.02401,4.0836,4.973771572113037,2.5076898,2.84304,2.97648,7.9612,6.71566,3.76707,4.79825,2.87,57.607,5.90942,57.672847747802734,15.756892204284668,11.1576,6.973900318145752,5.32266,15.506747245788574,34.454612731933594,9.117,47.98014,4.981570720672607,4.7236504554748535,5.042891979217529,37.74,8.55,8.19869613647461,3.2922582626342773,27.3,28.74012565612793,3.876516580581665,3.3071649074554443,20.28213,51.63,5.381056785583496,7.058258533477783,11.248861312866211,6.558955192565918
