Date	316 HK Equity	1378 HK Equity	883 HK Equity	1171 HK Equity	386 HK Equity	1308 HK Equity	1088 HK Equity	998 HK Equity	600019 CH Equity	1919 HK Equity	3988 HK Equity	1288 HK Equity	3323 HK Equity	762 HK Equity	857 HK Equity	3328 HK Equity	728 HK Equity	941 HK Equity	939 HK Equity	000651 CH Equity	601088 CH Equity	2007 HK Equity	601006 CH Equity	1398 HK Equity	002157 CH Equity	601155 CH Equity	267 HK Equity	1044 HK Equity	601328 CH Equity	600028 CH Equity	601169 CH Equity	17 HK Equity	868 HK Equity	601225 CH Equity	601988 CH Equity	688 HK Equity	000002 CH Equity	601818 CH Equity	601288 CH Equity	2628 HK Equity	6 HK Equity	601398 CH Equity
1/15/18	-0.003358	0	-0.0144	-0.080537	-0.006144	0.002551	-0.037445	0.007339	-0.026065	-0.044917	-0.002433	0.01	-0.022699	0.007449	-0.003373	-0.003252	0	0.009646	0.007712	0.028231	-0.030862	-0.056831	-0.006545	0.001506	-0.020692	0.006635	-0.006885	-0.024585	0.021083	0.023403	0.012011	-0.006462	-0.00722	-0.040615	0.025837	-0.035533	0.047231	0.015814	0.031284	0.004016	0.003026	0.032658
1/16/18	-0.002695	-0.068097	0.017857	0.029197	0.007728	0.005089	0.016018	0.023679	0.004754	0.012376	0.034146	0.034653	0.012903	0.011091	-0.001692	0.02447	0.005348	0.010828	0.03699	-0.005119	-0.013229	0.030127	0.000125	0.033083	0.040649	0.056361	0.008666	0.015753	0.005257	-0.025579	-0.00091	0.011382	0.005455	0.014105	0.008651	0.024561	0.082864	-0.00091	0.006365	0.02	0	0.023951
1/17/18	0.000676	0.009009	-0.014354	-0.014184	-0.01227	-0.022785	-0.009009	0.02847	0.010087	-0.01467	0.016509	0.028708	-0.001274	0.010969	-0.013559	0.014331	0.005319	-0.00252	0.00738	-0.041841	0.013987	-0.055118	0.002095	0.010189	0.013852	-0.039375	0.003436	0.001241	0.005665	-0.010205	0.010592	0.004823	0.001808	0.01246	0.005803	-0.02226	-0.009649	0.015325	0.017944	0.027451	-0.004525	0.020806
1/18/18	-0.000675	-0.042659	-0.008091	0.043165	0.004658	0.002591	0.002273	0.057093	0.032697	0.014888	0.023202	0.034884	-0.022959	0.028933	0.001718	0.020408	0.010582	0.029059	0.028083	0.006694	0.00203	-0.016667	0.000382	0.0317	-0.016518	-0.008022	0.02226	-0.009913	0.014699	-0.001822	0.011913	-0.0048	-0.001805	0.023905	0.030827	-0.012259	0.002204	0.016542	0.038088	0	0.009091	0.063617
1/19/18	0.001351	0.088083	-0.009788	0.041379	0.009274	0.027132	0.020408	0.011457	0.012077	0.03912	0.004535	0.011236	0.022193	0.001757	-0.005146	0.001538	-0.005236	-0.011664	0.007126	-0.013242	0.029566	0.031477	0.029298	0.00419	-0.010598	0.04607	-0.008375	-0.033166	0.020434	0.00802	0.019689	-0.008039	-0.016275	0.018869	0.011488	0.056738	-0.006278	0.027755	0.025229	-0.017176	0.003754	0.000887
1/22/18	0.000675	0.057143	0.016474	0.019868	-0.003063	0.007547	0.006667	-0.008091	0.000977	-0.002353	-0.006772	-0.017778	0.002554	-0.012281	0.012069	-0.00768	0.002632	0.010559	-0.009434	0.099991	0.011492	0.005869	0.021092	-0.013908	0.02596	-0.002011	0	-0.013592	-0.011947	-0.018561	-0.014531	-0.001621	0.018382	0.014002	-0.000097	0.020134	0.002694	0.008912	-0.024703	0.005825	-0.004488	0.006925
1/23/18	-0.002023	0.001802	0.008104	-0.001623	0.006144	0.058677	0.022075	0.060359	-0.008795	-0.004717	0.036364	0.042986	0.026752	-0.001776	0.005111	0.040248	-0.002625	0.003073	0.044048	0.003143	0.021468	-0.007001	-0.000213	0.03385	0.007722	0.062531	0.021959	0.009186	0.046254	0.018596	0.018425	0.017857	-0.016245	0.016896	0.06341	0.019737	0.03646	0.0712	0.027304	0.021236	-0.000751	0.044408
1/24/18	0	0.01259	0.030547	0.069919	0.045802	0.012972	0.017279	0.012308	0.012021	0.042654	0.030702	0.041215	0	0.008897	0.052542	0.008929	0.021053	0.014706	-0.004561	-0.012568	-0.001757	-0.014101	0.005492	-0.006821	0.003908	0.033235	0.042975	-0.007152	0.014135	0.045483	0.014692	-0.004785	0.009174	-0.002967	0.00764	-0.014516	0.009172	0.005492	0.016714	0.018904	0	-0.00659
1/25/18	-0.000676	-0.024867	0.00624	0.013678	0.018978	-0.010477	-0.002123	-0.042553	0.055028	0.006818	-0.023404	-0.01875	0.01737	0.03351	0.022544	-0.010324	0.010309	-0.003019	-0.018328	0.000685	0.021997	-0.01907	-0.003582	-0.03022	0.002601	0.059443	0.007924	-0.00131	0.000213	-0.002265	-0.005681	0.017628	0.076364	0.046894	-0.005519	-0.006547	-0.01541	0.003171	0.009592	-0.024119	0.006767	0.000562
1/26/18	0	0.023679	-0.012403	0.016492	-0.004298	-0.022353	0.012766	0.04127	-0.003253	0.040632	0.045752	0.04034	0.014634	-0.005119	0.004724	0.038748	-0.005102	-0.003028	0.056009	0.035922	0.00579	0.026731	0.020802	0.03966	-0.001758	0.071635	-0.004717	0.015738	0.004118	0.017755	0.010324	0.015748	0.028716	0.001867	0.004146	0.019769	-0.004153	0.006102	-0.013387	0.009506	0.007468	0.002547
1/29/18	-0.001352	-0.038256	-0.00471	0.076696	0.007194	0.022864	0.039916	0.004573	0.028538	0.036876	0	0	0.033654	-0.001715	0.015674	-0.007174	0	0.00243	0.007735	-0.030446	0.030444	-0.039053	-0.016931	0.013624	-0.038712	-0.032939	-0.00316	-0.023886	-0.0165	0.005824	-0.013949	-0.013953	-0.01642	0.034288	-0.013016	0.004847	-0.038917	-0.014733	0.004394	-0.020716	0.000741	0.005835
1/30/18	-0.000677	-0.027079	-0.028391	-0.038356	-0.021429	0.008235	-0.026263	-0.030349	-0.021886	-0.043933	-0.035417	-0.020408	-0.02093	-0.001718	-0.035494	-0.031792	-0.015385	-0.004242	-0.028509	-0.02355	-0.00668	0.024631	0.001146	-0.022849	0.002141	-0.097291	-0.020602	-0.001984	-0.023926	-0.028839	-0.016295	-0.009434	-0.008347	-0.020501	-0.024002	-0.008039	-0.05528	-0.029506	-0.017857	-0.013462	0.014815	-0.018091
1/31/18	-0.002033	-0.007952	-0.011364	-0.02849	-0.013139	0.050175	0.010373	0.007825	0.028194	0.013129	0.017279	0	-0.007126	0.008606	-0.008	0.01194	0.007813	0.005478	0.018059	0.036006	0.025602	0.010817	-0.034464	0.017882	-0.024948	0.032223	-0.001618	-0.005964	0.012532	-0.01159	0.011949	0.004762	0.001684	0.016675	0.02004	-0.017828	0.039779	0.021876	0.015668	0.031189	0.015328	0.034212
2/1/18	-0.002037	-0.023046	-0.00821	-0.014663	-0.007396	0	-0.008214	-0.001553	0.027882	-0.060475	-0.006369	-0.008333	-0.011962	-0.001706	-0.016129	-0.00885	-0.007752	-0.007264	-0.009978	-0.008536	0.014523	-0.019025	0.008226	-0.001351	-0.102242	0.006569	-0.004862	0.016	0.012604	0.009161	0.011173	-0.015798	0.045378	-0.019987	0.017667	0.039604	-0.003708	0.010706	0.009073	-0.003781	-0.013659	0.024567
2/2/18	-0.005442	0.033846	0.048013	0.090774	0.038748	0.001111	0.057971	0.004666	0.079595	0.022989	-0.004274	-0.004202	0.038741	-0.005128	0.037705	0.001488	0.002604	-0.013415	0.00224	-0.001778	0.067665	0.015758	-0.001184	0	-0.017169	-0.012974	-0.008143	0.001969	-0.005972	0.052906	-0.005414	-0.008026	-0.016077	0.069739	-0.010956	-0.015873	-0.003358	-0.010728	-0.000159	0.00759	0.008017	-0.010574
