Date	316 HK Equity	1378 HK Equity	883 HK Equity	1171 HK Equity	386 HK Equity	1308 HK Equity	1088 HK Equity	998 HK Equity	600019 CH Equity	1919 HK Equity	3988 HK Equity	1288 HK Equity	3323 HK Equity	762 HK Equity	857 HK Equity	3328 HK Equity	728 HK Equity	941 HK Equity	939 HK Equity	000651 CH Equity	601088 CH Equity	2007 HK Equity	601006 CH Equity	1398 HK Equity	002157 CH Equity	601155 CH Equity	267 HK Equity	1044 HK Equity	601328 CH Equity	600028 CH Equity	601169 CH Equity	17 HK Equity	868 HK Equity	601225 CH Equity	601988 CH Equity	688 HK Equity	000002 CH Equity	601818 CH Equity	601288 CH Equity	2628 HK Equity	6 HK Equity	601398 CH Equity
8/29/18	0.008973	0.013534	0.001445	0.007584	0.002525	-0.006525	0.010274	-0.006	-0.018143	0	-0.00551	0.013158	0.003861	0.001075	0.013356	0	0	0.009421	-0.002813	0.003342	0.006336	0.013629	-0.054935	-0.001701	-0.008609	-0.001601	0.003584	0.005678	-0.001758	-0.00207	-0.010385	0.013208	-0.011429	-0.01132	-0.003525	-0.003968	-0.002273	-0.008911	0.00198	-0.007495	0.004533	-0.007142
8/30/18	0.001976	-0.01632	-0.001443	-0.015054	-0.010076	-0.021346	-0.010169	-0.014085	-0.017967	-0.006006	-0.01108	-0.020779	-0.025641	-0.009667	0	-0.005208	-0.015831	0.004347	-0.012694	-0.009431	0.003023	-0.006723	0.003909	-0.011925	-0.014664	-0.002252	-0.005357	-0.007763	-0.014234	-0.010598	-0.010517	-0.007449	-0.034682	-0.014984	-0.010279	0	-0.018983	-0.00458	-0.012836	-0.020496	-0.004513	-0.01823
8/31/18	0.004931	0	0.00289	-0.009825	0.003817	0.008606	-0.001142	0	-0.004917	-0.012085	-0.011204	0.007958	-0.034211	-0.009761	-0.037891	-0.010471	-0.010724	0.004082	-0.007143	-0.039301	0.003024	-0.011844	-0.005518	-0.003448	-0.022013	0.001783	0.001795	0.004979	0.008575	0.007287	0.020654	-0.016886	-0.021956	-0.00127	0.00707	-0.00996	0.024834	0.017768	0.009742	-0.023128	-0.001813	0.008814
9/3/18	-0.004907	0	-0.002882	-0.020948	-0.00204	0.015358	-0.014857	-0.006122	-0.022684	-0.045872	-0.002833	0.002632	-0.009537	-0.008762	-0.020548	-0.001764	0.01355	0.011518	-0.002878	-0.011136	-0.009912	-0.023973	-0.03219	-0.00173	0.006789	0.011111	0.001792	0.009908	0.006808	-0.00293	-0.005409	-0.003817	0.003061	-0.011908	0.001463	-0.008048	-0.019358	-0.006592	0.004221	0.001127	0.000908	-0.000378
9/4/18	0.00789	0.031674	0.008671	0.004505	0.002601	-0.003361	0.015081	0.002053	0.008302	0.009615	0.002841	-0.002625	0.01238	0.058564	0.012238	0.003534	0.040107	0.012056	0.005772	0.007003	0.008632	0.017544	0.000223	0.003466	0.009821	0.002344	0.003578	-0.001402	0.007221	0.008346	0.005244	0	0.004069	0.010124	0.00506	0	0.033879	0.012799	-0.000624	0.005631	0.000907	-0.001527
9/5/18	-0.021526	-0.001462	-0.038682	-0.026906	-0.035019	-0.030354	-0.033143	-0.016393	-0.027405	0.006349	-0.016997	-0.015789	-0.02038	-0.024008	-0.022453	-0.014085	-0.010283	-0.020516	-0.025825	-0.030015	-0.027031	-0.043103	-0.01454	-0.020725	-0.013477	-0.030107	-0.017825	-0.016842	-0.020594	-0.025414	-0.016654	-0.028736	-0.046606	-0.015172	-0.011774	-0.020284	-0.039622	-0.01377	-0.011506	-0.026876	-0.004533	-0.014358
9/6/18	0.01	0.001464	0.023845	0.001152	-0.002688	-0.029565	0.014184	-0.002083	-0.014692	-0.041009	-0.008646	-0.008021	-0.008322	-0.002139	0.015901	0.007143	0.025974	0.015541	-0.013255	-0.029368	0.003216	-0.01982	-0.000125	-0.003527	-0.01869	-0.018554	0.001815	-0.008565	0.003459	-0.000125	-0.000125	-0.009862	-0.017003	-0.005559	-0.008622	-0.006211	-0.025751	0.00528	-0.008457	-0.019563	0.001821	-0.003862
9/7/18	0.009901	0.004386	0.03125	0.011507	-0.006739	0.069892	0.008159	0.002088	0.013046	0.003289	-0.002907	-0.002695	0.001399	-0.009646	0.008696	-0.014184	0.005063	0.006653	-0.004478	-0.002215	0.045099	-0.007353	-0.003034	-0.00177	-0.003034	0.021661	0.012681	0.026638	-0.010156	-0.00601	-0.001294	-0.005976	0.002162	0.09639	-0.000186	-0.004167	0.014449	-0.000354	0.002551	-0.008216	0.004545	0.000707
9/10/18	-0.019608	0	-0.011544	-0.069397	0.009498	-0.0134	-0.031214	-0.025	0.006073	-0.039344	-0.011662	-0.008108	-0.085196	-0.001082	0.005172	-0.001799	0.005038	0.001983	-0.016492	-0.015308	-0.016939	-0.018519	-0.002966	-0.015957	0.007566	0.001801	-0.0161	-0.025947	-0.004133	0.005447	-0.005761	-0.013026	-0.009709	-0.01047	0.00231	-0.012552	0.010228	-0.003217	0.002247	-0.007101	-0.00543	-0.002405
9/11/18	-0.014	-0.017467	0.018978	0.003667	0.008065	-0.037351	-0.02148	-0.00641	-0.060824	-0.010239	-0.00885	-0.010899	-0.027481	-0.007584	-0.015437	-0.007207	-0.032581	0.004617	-0.01372	0.003178	-0.023577	0	-0.000762	-0.016216	-0.024569	-0.004353	0.009091	-0.00504	-0.012187	0.00571	-0.011919	-0.005076	-0.002179	-0.019449	-0.006022	-0.021186	-0.008289	-0.008549	-0.005959	-0.005959	0.006369	-0.00319
9/12/18	0	0.007407	0.014327	0.007308	0.002667	-0.029982	-0.014634	-0.004301	0.005934	-0.024138	-0.011905	-0.011019	-0.012559	-0.010917	0.003484	0	-0.007772	-0.005253	-0.018547	-0.010976	-0.000459	-0.008346	-0.023818	-0.020147	-0.003747	-0.004109	0.004505	0.002894	0.003567	0.006175	0.001742	-0.004082	-0.034934	0.004298	-0.003965	-0.006494	-0.018001	0.009865	-0.003838	-0.003597	0.004521	-0.007637
9/13/18	0.024341	0.011765	0.039548	0.038694	0.021277	0.06	0.040842	0.010799	0.007135	0.070671	0.024096	0.019499	0.033386	0.01766	0.048886	0.023593	-0.002611	0.0033	0.033071	0.020611	0.01205	0.058252	-0.014664	0.028037	0.001571	-0.005883	0.012727	0.007215	0.019781	0.028681	0.017497	0.021516	0.033937	0.01941	0.01592	0.037037	0.011201	0.014996	0.018404	0.016847	0.008101	0.016717
9/14/18	0.009901	-0.15843	-0.006793	-0.025611	-0.018229	0.030875	0.007134	-0.002137	0.011791	0.0033	0.002941	0	0.001538	0.030369	0.005051	0.007092	-0.002618	0.011842	0.007622	0.015256	0.006709	0.007339	0.003066	-0.001818	-0.007492	-0.027199	0.007181	0	-0.001993	-0.01076	-0.000258	0.019057	0.04814	0.017967	-0.001993	0.014706	0.007512	-0.004633	-0.001993	0.002367	0.014286	-0.001993
9/17/18	-0.011765	-0.069085	-0.008208	-0.017921	0.002653	-0.001664	-0.029516	0.002141	-0.015857	-0.003289	-0.005865	-0.005464	-0.012289	-0.018947	0.005025	-0.008803	-0.010499	-0.011053	-0.015129	-0.008428	-0.021395	-0.023679	0.005416	-0.01275	-0.023025	-0.000884	-0.012478	-0.01446	-0.00802	-0.009738	-0.011291	-0.011811	-0.005219	-0.020474	-0.006528	-0.016563	-0.021877	-0.000884	-0.003636	-0.002361	-0.008803	-0.010186
9/18/18	0.001984	-0.011132	0.005517	0.027981	0.003968	0.035	0.019465	0.008547	0.049502	0.023102	0.00295	0.016484	0.045101	0.003219	0.008333	0.003552	0	0.003945	0.004608	0.006243	0.024537	0.014925	0.033549	0.00738	0.019548	0.023199	0.018051	0.030303	0.010512	0.014622	0.012001	0.025896	-0.037775	0.034714	0.008244	0.016842	0.007168	0.012982	0.005247	0.009467	-0.001776	0.012878
9/19/18	0.009901	0.011257	0.024691	0.035503	0.028986	0.045089	0.027446	0.021186	0.013873	0.022581	0.005882	0.005405	0.001488	0.006417	0.019835	0.00708	-0.005305	-0.007859	0.01682	0.039324	0.021658	0.020221	-0.005214	0.014652	0.008872	0.076323	0	0.022956	0.006869	0.020978	0.005037	0.005825	0.044711	0.020262	0.006125	0.054737	0.054336	0.003298	0.006055	0.012896	-0.004448	0.012605
9/20/18	-0.010784	0.005566	-0.017403	0.014857	-0.005122	0	0.006969	0.014523	0.003954	-0.003155	0.002924	-0.005376	0	0.014878	-0.001621	0.010545	0.018667	0.015182	0.006015	0.001085	-0.012643	-0.010811	-0.012183	0.00361	0.00833	-0.00512	-0.001773	0.004208	-0.001731	-0.00573	0.003503	0	0.015658	-0.013022	0.002851	0.013972	-0.006578	0.01575	0.005522	0.011574	-0.011618	0.009234
9/21/18	0.026759	0.051661	-0.036785	0.057432	-0.015444	0.006163	0.066897	0.034765	0.026945	0.041139	0.026239	0.045946	0.052006	-0.001047	-0.00974	0.02087	-0.007853	-0.008453	0.03139	0.032459	0.058015	0.045537	-0.009042	0.032374	0.013727	0.050688	0.003552	0.002095	0.022919	0.003313	0.020375	0.057915	0.05036	0.053301	0.025299	0.029528	0.068805	0.007469	0.065117	0.026316	-0.000904	0.041757
9/24/18	-0.017375	-0.024561	0.005658	-0.024494	-0.011765	-0.009188	-0.028108	-0.025692	0	-0.024316	-0.017045	-0.020672	-0.038136	-0.040881	-0.019672	-0.020443	-0.021108	-0.009836	-0.017391	0	0	-0.055749	0	-0.017422	0	0	-0.015929	-0.018815	0	0	0	-0.020073	-0.003914	0	0	-0.032505	0	0	0	-0.021182	-0.004525	0
9/26/18	0.021611	-0.035971	0.043601	-0.008734	0.02381	-0.003091	0.022247	0.014199	0.009242	0.003115	0.008671	0.01847	0.013216	0.003279	0.048495	0.008696	0.018868	0.002649	0.010324	0.004869	0.012987	-0.020295	0.003913	0.015957	0.028733	-0.014607	0.007194	0.022727	0.006391	0.025269	0.009513	0.005587	-0.041257	-0.006856	0.005916	-0.005929	-0.00107	-0.004843	-0.004869	0.007973	0.000909	0.002994
9/27/18	-0.013462	-0.037313	0.006739	0	-0.00646	-0.029457	-0.01197	-0.002	0.003933	0	0	-0.007772	0	0.002179	-0.00638	0	-0.002646	0.003963	-0.008759	0.004957	0.019223	-0.018832	0.00136	-0.005236	-0.007413	-0.007833	0.016071	-0.009722	0.00185	-0.004119	0.005134	-0.009259	0.010246	0.008181	0.000125	-0.011928	-0.008794	0.000125	-0.002473	0	-0.001817	-0.001629
9/28/18	0.001949	0.007752	0.037483	-0.001101	0.019506	0.009585	-0.015419	0.004008	-0.003019	0.009317	-0.002865	0.002611	0.007246	0.002174	0.017657	0.012069	0.03183	0.015132	0.007364	0.021887	0.01005	-0.052783	0.019466	0.003509	0.037664	0.004985	0.024605	0.012623	0.009788	0.016017	0.01962	-0.001869	0.003043	-0.00228	0.015521	-0.014085	-0.001562	0.009766	0.017682	0.00452	-0.008189	0.018726
10/2/18	-0.033074	-0.009615	0.009032	0.015436	-0.026786	0.044304	-0.008949	-0.015968	0	-0.033846	-0.022989	-0.026042	-0.028777	-0.017354	-0.001577	-0.028961	0.017995	-0.022035	-0.032164	0	0	-0.026342	0	-0.033217	0	0	-0.003431	-0.015928	0	0	0	-0.024345	-0.011122	0	0	-0.028571	0	0	0	-0.022497	-0.009174	0
10/3/18	0.001006	0.042718	-0.003836	0	-0.001311	-0.010606	0.015801	0.008114	0	0.012739	-0.002941	-0.005348	0.020741	0.002208	0.020537	0.007018	-0.005051	0.005302	-0.001511	0	0	0.011446	0	-0.003617	0	0	0.020654	0.003519	0	0	0	-0.003839	0.01227	0	0	0.004202	0	0	0	0.005754	0.007407	0
10/4/18	-0.00603	0.050279	-0.03466	-0.029316	-0.047244	-0.013783	-0.037778	-0.01006	0	-0.003145	-0.017699	-0.021505	-0.040639	-0.001101	-0.026316	-0.033101	-0.020305	-0.002637	-0.024206	0	0	-0.014403	0	-0.023593	0	0	-0.023609	-0.002805	0	0	0	-0.003854	-0.008081	0	0	-0.027197	0	0	0	-0.018307	-0.01011	0
10/5/18	-0.0182	-0.012411	-0.014628	-0.002237	0.004132	-0.034161	0.006928	-0.00813	0	-0.031546	0	-0.002747	0.012103	-0.001103	-0.009539	0.005405	0.023316	0.025116	-0.010853	0	0	0.012526	0	-0.007435	0	0	0.01209	-0.001406	0	0	0	0.009671	0.00611	0	0	0.010753	0	0	0	-0.004662	-0.0065	0
10/8/18	-0.00103	-0.087971	-0.02834	-0.049327	-0.045267	-0.009646	-0.013761	-0.006148	-0.068837	-0.006515	-0.006006	0.008264	-0.052317	-0.009934	-0.017657	0.008961	0.002532	0.006447	-0.017241	-0.064197	-0.03008	-0.06701	-0.038319	-0.011236	-0.000899	-0.068026	0.006826	-0.029577	-0.033666	-0.077841	-0.045526	-0.007663	-0.052632	-0.037832	-0.034853	-0.019149	-0.100026	-0.033557	-0.033688	-0.005855	-0.004673	-0.044288
10/9/18	0.010309	0.043307	0.020833	0.036557	-0.011494	0.01461	0.022093	-0.008247	0.002845	-0.009836	0.006042	-0.010929	-0.023659	-0.010033	0.01634	0	-0.007576	0.004484	0.004785	0.02525	0.028608	-0.01326	-0.004789	0.007576	-0.010697	0.009218	0.008475	-0.03193	0.001486	0.007538	-0.00192	0.015444	-0.007479	0.032338	-0.006813	-0.002169	-0.00896	-0.006399	-0.009083	0.003534	0.006573	-0.003917
10/10/18	0.00102	0.028302	0.009524	0.023891	-0.010174	0.0032	0.040956	0.010395	0.013861	0.006623	0.003003	0.01105	0.008078	0.025901	0.001608	0.012433	0.025445	0.029974	-0.003175	-0.013089	0.028147	-0.038074	0.004091	0	0.024945	-0.023894	0.001681	0.001499	0.007339	0.001809	0.010549	-0.026616	0.007535	0.009505	0.003093	0.030435	-0.002902	0.016185	0.002974	0.005869	0.010261	0.003924
10/11/18	-0.0316	-0.018349	-0.037736	-0.055556	-0.013216	-0.019139	-0.02623	-0.020576	-0.035511	-0.052632	-0.020958	-0.035519	-0.052885	-0.032931	-0.038523	-0.031579	-0.004963	-0.027864	-0.030255	-0.028259	-0.042946	-0.071013	-0.041917	-0.030075	-0.036273	-0.053756	-0.035235	-0.022455	-0.035544	-0.035886	-0.032552	-0.02832	-0.056624	-0.045566	-0.023123	-0.046414	-0.033094	-0.029229	-0.024608	-0.028005	-0.015697	-0.022369
10/12/18	0.012632	0.035514	0.015406	0.038824	0.013393	0.01626	0.037037	0.004202	0.036829	0.027778	0.012232	0.005666	0.040609	0.00227	-0.005008	0	-0.012469	-0.006369	0.019704	0.039568	0.022546	0.06015	0.001801	0.021318	0.025177	0.008783	0.005217	-0.008423	0.009721	0.013906	0.003975	-0.003015	0.041903	0.033432	0.009463	0.026549	0.036614	0.019388	0.019785	0.027611	-0.003752	0.019205
10/15/18	-0.018711	-0.039711	0.005517	-0.03171	-0.008811	0.0128	-0.00974	-0.014644	-0.023243	-0.013514	-0.018127	-0.016901	0.001626	-0.00906	0.006711	-0.016304	-0.025253	-0.017949	-0.022544	-0.013383	-0.028795	-0.067376	-0.001779	-0.020873	-0.021075	-0.042485	-0.017301	-0.03166	-0.00454	-0.005299	-0.016565	-0.011089	-0.056522	-0.03383	-0.013255	-0.021552	-0.014309	0.000841	-0.009863	-0.015187	-0.010358	-0.017257
10/16/18	-0.004237	0.005639	0.02332	0.016374	0.005926	-0.034755	0.013115	0.006369	-0.006015	-0.017123	0	0.011461	-0.001623	0.013714	0.008333	0.009208	0.010363	0.01436	0.003295	-0.000209	0.00084	0.036755	-0.000473	0.003876	-0.076339	-0.099244	0.005282	-0.015949	0.00625	0.011652	0.004383	0.008155	-0.004608	-0.009935	0.0037	-0.006608	-0.020603	0.00084	0.01166	0.00949	0.00666	0.004526
10/18/18	-0.002128	0.020561	-0.020107	-0.057537	-0.04271	-0.021277	-0.026969	-0.006329	-0.031192	-0.010453	-0.006154	0.002833	-0.011382	-0.00451	-0.014876	0.001825	0.020513	0.005792	-0.001642	-0.034008	-0.061179	-0.022005	-0.033346	-0.001931	-0.030993	-0.002031	0.005254	0.018639	-0.010384	-0.041672	-0.015464	0.010111	0.016204	-0.027574	-0.007189	0.017738	-0.031191	-0.032349	-0.025384	-0.00235	0.00189	-0.016258
10/19/18	0.001066	0.043956	-0.036936	0.007326	0	-0.018395	0.001109	0.008493	0.033553	0.035211	0.01548	-0.008475	0.036184	-0.015855	-0.006711	0.01275	-0.022613	-0.003839	0.019737	0.040015	0.029905	0.02875	0.029189	0.011605	0.031948	0.081869	0.012195	0.003978	0.021188	0.017643	0.031596	0.001001	0.009112	0.02101	0.027122	0.021786	0.048697	0.041364	0.031452	0.015312	0	0.025851
10/22/18	-0.009585	0.026316	0.03267	0.042424	0.013846	0.044293	0.024363	0.021053	0.042996	0.017007	0.018293	0.019943	0.014286	0.026467	0.018581	0.007194	0.005141	-0.004496	0.024194	0.035507	0.027843	0.014581	0.029222	0.024857	0.03473	0.039689	0.005164	0.023772	0.020004	0.021006	0.019536	0.022	0.015801	0.02943	0.022161	0.036247	0.055582	0.022739	0.023612	0.033643	0.008491	0.024596
10/23/18	0.001075	-0.042735	-0.028886	-0.004651	-0.033384	-0.001631	-0.035676	-0.010309	-0.042696	-0.023411	-0.020958	-0.02514	-0.057903	-0.008969	-0.018242	-0.010714	0.005115	-0.03871	-0.023622	-0.020546	-0.008252	-0.053892	-0.019947	-0.022388	0.006343	-0.019026	-0.02226	-0.012384	-0.010831	-0.031376	-0.013949	-0.019569	-0.032222	-0.018507	-0.020478	-0.028807	-0.028664	-0.018754	-0.01942	-0.025814	-0.017774	-0.027283
10/24/18	-0.011815	0	-0.038244	0.022196	0.010989	0.019608	0.026906	0.008333	0.004952	-0.023973	0	0.002865	-0.048173	0.003394	-0.018581	0.00722	-0.017812	0.002685	0.003226	0.004913	0.013057	0.012658	0.003364	0.009542	0.048385	0.010947	0.007005	-0.003135	0.013422	-0.010033	0.019997	0	-0.002296	0.010172	0.016131	0.002119	0.019428	0.014785	0.015304	-0.009217	0.005714	0.026974
10/25/18	0.002174	-0.021429	-0.029455	-0.002286	-0.015528	-0.022436	0.009825	0.004132	0.012639	0.003509	0	-0.025714	-0.034904	-0.010147	-0.027539	0.012545	0.002591	-0.008032	-0.003215	-0.009621	-0.018503	0.04375	-0.000756	-0.00189	-0.010553	0.031701	0.005217	0.014151	0.016325	0.000858	0.007585	-0.011976	-0.017261	0.009738	0.00739	0.008457	0.039515	0.011734	0.001826	-0.005814	-0.004735	0.004578
10/26/18	0.001085	-0.007299	0.016692	0.005727	0.007886	-0.008197	-0.015135	-0.00823	0.003221	-0.017483	-0.003058	0	-0.030741	-0.005695	-0.015929	0.00354	-0.005168	-0.01417	-0.004839	-0.007104	0.023691	0	0.01826	-0.003788	-0.01181	0.023657	-0.008651	0.007752	-0.006153	0.010256	0.00223	0.00303	-0.042155	0.010972	0.000573	0.006289	0.014204	-0.011779	0.00831	-0.066667	-0.014272	0.007657
10/29/18	-0.018418	-0.03125	0	-0.16287	0.00313	-0.033058	-0.039517	0.004149	-0.027196	0	0.003067	-0.005865	0.003731	-0.016037	0.003597	0.021164	-0.002597	-0.017112	0	-0.06442	-0.034515	0	-0.012089	0.003802	-0.012188	-0.030004	0.017452	-0.015385	-0.000497	-0.006967	-0.003834	0.005035	-0.035452	-0.039817	-0.004874	0.01875	-0.044511	-0.012163	-0.025153	-0.010025	0.007722	-0.021475
10/30/18	0.011038	-0.039848	0.01194	-0.014966	0.020281	-0.034188	-0.017143	-0.006198	0.015671	-0.021352	0.009174	-0.00295	-0.024164	-0.048894	-0.005376	0.013817	-0.065104	-0.005571	0.004862	0.016474	-0.012221	-0.014371	-0.009325	0	0.012093	0.047917	0.006861	-0.022656	0.012948	0.012275	0.020953	-0.008016	-0.038023	0.006563	0.010246	-0.01227	0.038455	0.02468	0.004674	-0.018987	-0.009579	0.008397
10/31/18	0.004367	0.037549	-0.007375	0.023481	-0.027523	0.019469	0.032558	0.008316	0.016999	0.018182	0.012121	0.017751	0.066667	-0.003672	0.034234	0.001704	0.030641	0.026611	0.003226	0.026989	0.027088	0.019441	0.01732	0.003788	0.000883	-0.001212	0.001704	-0.007194	-0.001613	-0.001613	-0.016176	0.00404	0.022398	0.004274	-0.006952	0.016563	0.021144	-0.013909	0.006187	0.007742	0.012573	-0.001613
11/1/18	0.021739	-0.022857	-0.001486	-0.014845	0.004717	0.041667	0.027027	0.008247	-0.003647	-0.007143	0.008982	-0.002907	0.066071	0.0086	0.008711	-0.005102	0.002703	0.008868	0.014469	0.023814	0.001858	0.091776	0.01063	0.013208	0.009393	0.019028	0.003401	-0.00161	-0.009899	-0.001096	0.008539	0.014085	0.030928	-0.013184	-0.006651	0.046843	0.014778	0.004372	-0.006126	0.006402	-0.013372	-0.003848
11/2/18	0.02234	0.02729	0.010417	0.063014	0.031299	0.016667	0.033991	0.018405	0.025685	0.089928	0.026706	0.040816	0.065327	0.040195	0.005181	0.013675	0.018868	0.001352	0.042789	0.041002	0.017244	0.039301	0.016797	0.035382	0.068038	0.011527	0.022034	0.029032	0.013359	0.012772	0.014688	0.025794	0.0675	0.017557	0.014091	0.033074	0.011373	0.010681	0.016288	0.064885	0.027106	0.015764
11/5/18	-0.001041	-0.017078	-0.004418	-0.012887	0.010622	-0.004918	-0.015907	0.002008	-0.01453	-0.016502	-0.014451	0.002801	-0.025157	-0.016393	-0.003436	0.001686	-0.007937	-0.017556	-0.013678	-0.008701	-0.009655	-0.052521	-0.006667	-0.021583	0.032987	-0.025032	-0.00995	-0.021944	-0.010921	-0.004238	-0.007471	-0.017408	-0.018735	-0.012458	-0.01229	-0.032015	-0.027696	-0.019063	-0.017103	-0.021505	-0.016023	-0.018362
11/6/18	0	0.003861	0.028107	0.003916	0.018018	-0.024712	0.009698	0.002004	-0.004062	0.020134	0.002933	0.011173	0.01129	0.020238	0.022414	-0.003367	0.021333	0.014433	0.007704	-0.013108	0.015106	0.002217	-0.004953	0.001838	0.007931	0.012447	0.015075	0.004808	0.002857	0.005918	-0.006987	0.021654	0.020286	-0.000024	-0.004275	0	0.005331	-0.001356	-0.006696	0.003663	0.008621	-0.004236
