Date	316 HK Equity	1378 HK Equity	883 HK Equity	1171 HK Equity	386 HK Equity	1308 HK Equity	1088 HK Equity	998 HK Equity	600019 CH Equity	1919 HK Equity	3988 HK Equity	1288 HK Equity	3323 HK Equity	762 HK Equity	857 HK Equity	3328 HK Equity	728 HK Equity	941 HK Equity	939 HK Equity	000651 CH Equity	601088 CH Equity	2007 HK Equity	601006 CH Equity	1398 HK Equity	002157 CH Equity	601155 CH Equity	267 HK Equity	1044 HK Equity	601328 CH Equity	600028 CH Equity	601169 CH Equity	17 HK Equity	868 HK Equity	601225 CH Equity	601988 CH Equity	688 HK Equity	000002 CH Equity	601818 CH Equity	601288 CH Equity	2628 HK Equity	6 HK Equity	601398 CH Equity	000069 CH Equity	600000 CH Equity	601939 CH Equity
7/29/20	34.650	4.600	8.520	6.000	3.420	7.950	13.100	3.410	5.501	2.154	2.660	2.810	10.940	4.320	2.720	4.370	2.300	53.450	5.860	65.749	17.334	9.98	7.239	4.7	23.654	36.417	7.41	66.45	5.313	4.450	5.379	36.6	11.38	8.933	3.730	23.4	30.008	4.239	3.597	18.38	42.65	5.557	8.003	11.633	6.796
7/30/20	34.800	4.600	8.440	6.080	3.400	8.010	12.880	3.390	5.440	2.185	2.620	2.770	11.960	4.270	2.690	4.330	2.290	53.100	5.770	63.559	17.084	9.89	7.232	4.65	23.509	37.187	7.29	65.6	5.275	4.412	5.352	37.65	11.44	8.901	3.693	23.35	29.723	4.169	3.572	17.9	42.7	5.507	7.928	11.500	6.767
7/31/20	34.600	4.450	8.200	6.050	3.320	7.770	12.920	3.380	5.467	2.246	2.600	2.750	12.020	4.320	2.690	4.300	2.310	53.100	5.680	63.232	17.033	9.95	7.211	4.58	23.966	37.811	7.27	65.05	5.289	4.444	5.367	37.8	11.36	8.989	3.700	23.6	29.822	4.200	3.589	17.86	43.15	5.511	7.967	11.511	6.800
8/3/20	34.600	4.520	8.150	6.080	3.310	7.870	13.000	3.400	5.518	2.485	2.580	2.720	12.640	4.300	2.630	4.230	2.310	53.900	5.680	63.639	17.309	9.9	7.239	4.55	25.658	38.148	7.22	65	5.296	4.452	5.407	37.65	11.72	8.993	3.708	23.4	30.287	4.241	3.597	17.9	43.1	5.529	8.282	11.558	6.828
8/4/20	34.000	4.680	8.390	6.130	3.350	8.340	13.020	3.430	5.546	2.469	2.640	2.760	12.120	4.340	2.670	4.310	2.310	54.200	5.830	63.536	17.381	10.06	7.290	4.64	25.761	38.186	7.42	65.1	5.357	4.490	5.479	38.9	11.98	8.880	3.756	23.45	30.829	4.356	3.634	18.7	43.55	5.612	8.502	11.847	6.946
8/5/20	33.750	4.720	8.520	6.100	3.430	8.270	13.100	3.400	5.497	2.454	2.630	2.750	12.360	4.480	2.790	4.280	2.380	55.500	5.790	63.518	17.340	10.02	7.285	4.63	28.491	37.831	7.44	66.45	5.341	4.492	5.441	39.1	12.2	8.748	3.743	23.35	30.558	4.313	3.620	18.46	43.45	5.586	8.212	11.743	6.938
8/6/20	34.250	4.950	8.640	6.110	3.480	8.340	12.900	3.420	5.495	2.500	2.610	2.740	12.520	4.400	2.780	4.280	2.310	54.050	5.760	62.661	17.231	9.95	7.256	4.6	28.422	37.662	7.37	66.6	5.328	4.492	5.439	39	12.46	8.727	3.745	23.1	30.517	4.336	3.622	18.5	42.8	5.595	8.214	11.736	6.899
8/7/20	34.250	4.840	8.490	6.060	3.440	8.350	12.800	3.390	5.417	2.523	2.580	2.720	13.520	4.350	2.710	4.220	2.280	53.850	5.690	62.565	17.084	9.99	7.185	4.56	29.331	37.239	7.29	67.45	5.294	4.438	5.383	38.35	12.36	8.564	3.715	22.9	30.065	4.249	3.593	18.18	42.7	5.539	8.131	11.601	6.874
8/10/20	34.250	4.700	8.510	6.030	3.410	8.000	12.600	3.410	5.466	2.723	2.580	2.740	12.400	4.430	2.680	4.210	2.290	54.800	5.680	62.676	17.211	9.96	7.281	4.55	26.506	38.273	7.3	66.65	5.321	4.453	5.422	38.55	12.2	8.650	3.729	22.95	30.959	4.286	3.596	18.4	42.85	5.555	8.249	11.711	6.913
8/11/20	35.000	4.830	8.770	5.950	3.470	8.090	12.720	3.420	5.456	2.846	2.600	2.740	12.580	4.560	2.710	4.270	2.350	56.750	5.800	62.336	17.149	10.14	7.263	4.65	26.275	38.337	7.51	66.2	5.322	4.452	5.411	39.35	12.7	8.636	3.738	23.25	31.107	4.296	3.604	18.7	43.15	5.556	8.145	11.682	6.918
8/12/20	34.700	4.800	8.890	6.080	3.460	8.680	13.000	3.440	5.486	2.931	2.630	2.760	11.580	4.570	2.730	4.290	2.340	56.950	5.850	62.277	17.374	10.24	7.396	4.67	26.010	38.669	7.56	66.35	5.329	4.458	5.430	40.25	12.54	8.558	3.732	23.25	32.077	4.324	3.620	19	43.9	5.575	8.156	11.798	6.938
8/13/20	34.700	4.680	8.990	6.040	3.470	9.110	13.020	3.430	5.524	2.869	2.610	2.740	11.260	5.740	2.730	4.330	2.600	59.000	5.800	62.248	17.331	10.26	7.388	4.66	26.247	38.210	7.64	66.5	5.312	4.475	5.424	40.1	12.7	8.615	3.716	23.4	31.916	4.308	3.616	18.78	43.8	5.557	8.158	11.729	6.919
8/14/20	34.950	4.760	8.980	6.070	3.480	9.190	12.860	3.430	5.520	2.969	2.620	2.760	11.300	5.920	2.710	4.300	2.780	58.650	5.800	62.727	17.430	10.26	7.405	4.69	26.072	39.142	7.61	66.5	5.342	4.483	5.464	40.2	12.7	8.676	3.736	23.65	30.867	4.383	3.624	19.16	44.35	5.598	8.274	11.809	6.947
8/17/20	34.550	4.760	8.970	6.280	3.610	9.060	13.020	3.470	5.657	3.000	2.650	2.800	12.000	5.880	2.770	4.340	2.710	58.600	5.860	63.497	17.898	10.4	7.512	4.75	26.617	40.435	7.79	68.6	5.433	4.550	5.612	40.6	13.14	8.932	3.801	23.4	31.536	4.583	3.689	20.15	44.75	5.690	8.530	12.118	7.121
8/18/20	34.250	4.850	9.040	6.240	3.550	9.270	12.840	3.460	5.643	2.915	2.650	2.820	12.060	6.530	2.750	4.330	2.810	59.850	5.880	62.724	17.982	10.28	7.479	4.75	26.872	40.073	7.73	71	5.397	4.546	5.587	40.8	13.04	8.980	3.762	23.4	31.015	4.501	3.661	20.1	44.25	5.654	8.454	11.969	7.076
8/19/20	34.300	4.780	8.990	6.240	3.530	9.440	12.840	3.440	5.633	3.077	2.620	2.820	11.760	6.030	2.720	4.320	2.740	58.850	5.940	61.805	17.918	10.2	7.447	4.76	26.664	39.688	7.66	67.15	5.364	4.547	5.543	40.9	13.28	8.970	3.740	23.45	30.729	4.423	3.640	19.2	44.35	5.633	8.265	11.848	7.022
8/20/20	34.300	4.850	9.000	6.060	3.490	9.380	12.580	3.380	5.648	2.908	2.600	2.790	11.580	6.210	2.680	4.230	2.710	57.600	5.750	60.659	17.773	10.08	7.385	4.63	26.368	39.838	7.42	66	5.345	4.516	5.491	40.05	13.26	8.797	3.732	23.1	30.795	4.370	3.631	18.8	43.65	5.603	8.270	11.733	6.948
8/21/20	34.300	4.750	9.010	6.030	3.520	9.850	12.580	3.400	5.690	2.985	2.610	2.760	11.600	6.400	2.690	4.260	2.720	58.400	5.790	60.730	17.719	10.32	7.381	4.61	27.016	40.222	7.52	64.4	5.343	4.514	5.488	40.5	13.02	8.871	3.730	23.25	30.645	4.368	3.629	18.84	43.8	5.612	8.333	11.761	6.967
8/24/20	33.200	4.860	8.990	6.020	3.560	10.380	12.520	3.390	5.622	2.892	2.610	2.730	12.020	6.320	2.710	4.240	2.680	59.050	5.790	60.637	17.842	10.4	7.370	4.61	28.135	39.883	7.59	64.1	5.331	4.525	5.477	40.85	13.48	8.882	3.718	23.45	30.386	4.323	3.618	19.04	44.2	5.589	8.210	11.715	6.966
8/25/20	33.650	5.350	9.130	6.060	3.550	10.380	12.600	3.390	5.561	2.969	2.600	2.730	11.720	6.200	2.730	4.230	2.690	58.350	5.770	60.867	17.714	10.16	7.377	4.61	27.782	40.630	7.56	63.95	5.348	4.518	5.494	40.6	13.66	8.700	3.722	22.95	30.484	4.339	3.621	19.1	44.65	5.606	8.184	11.716	6.962
8/26/20	33.850	5.310	9.150	6.080	3.580	10.220	12.600	3.380	5.515	2.977	2.590	2.720	11.520	6.180	2.710	4.230	2.680	58.950	5.730	60.103	17.513	10.02	7.350	4.57	27.182	40.789	7.41	62.05	5.346	4.558	5.481	40.75	13.62	8.779	3.703	23.2	30.479	4.311	3.635	18.84	44.1	5.605	8.048	11.672	6.933
8/27/20	33.900	5.230	8.830	6.030	3.490	10.060	12.600	3.350	5.508	2.954	2.570	2.690	11.320	5.800	2.650	4.200	2.600	55.950	5.680	59.512	17.469	9.76	7.397	4.53	27.339	40.143	7.3	61.9	5.340	4.530	5.463	40.05	13.64	8.971	3.687	22.85	30.296	4.305	3.620	18.78	44.15	5.587	8.004	11.635	6.914
8/28/20	33.400	5.200	8.750	6.000	3.490	10.000	12.580	3.330	5.622	2.992	2.560	2.680	11.220	5.720	2.670	4.180	2.640	55.800	5.650	62.133	17.893	9.77	7.451	4.5	27.703	40.640	7.3	62.2	5.385	4.549	5.509	40.7	13.66	9.234	3.725	22.85	31.123	4.380	3.646	18.92	44.4	5.644	8.162	11.808	7.010
8/31/20	33.500	5.000	8.820	5.970	3.580	10.180	12.940	3.240	5.590	2.992	2.540	2.590	10.900	5.490	2.680	4.050	2.540	54.150	5.490	61.676	18.288	9.61	7.492	4.34	28.122	40.627	7.07	61.1	5.353	4.561	5.511	40.25	13.4	9.201	3.712	22.45	30.861	4.346	3.633	18.88	44.4	5.613	8.092	11.724	7.016
9/1/20	33.750	5.290	8.720	6.020	3.510	10.160	13.100	3.220	5.630	3.023	2.520	2.560	11.080	5.610	2.690	4.010	2.510	53.800	5.490	62.141	18.330	9.5	7.491	4.31	29.283	40.020	6.91	61.5	5.357	4.574	5.516	39.9	13.8	9.262	3.689	21.8	30.895	4.358	3.643	18.78	44.2	5.630	8.342	11.679	7.037
9/2/20	33.800	5.360	8.630	5.990	3.480	10.160	13.020	3.190	5.644	2.992	2.490	2.520	10.720	5.430	2.630	3.950	2.470	53.050	5.380	61.801	18.088	9.44	7.446	4.22	28.787	39.372	6.86	61.95	5.315	4.533	5.474	40	14.1	9.157	3.649	21.65	31.189	4.318	3.615	18.5	44.05	5.576	8.330	11.537	6.993
9/3/20	34.000	5.140	8.420	5.970	3.420	10.000	13.180	3.200	5.681	3.085	2.500	2.520	10.960	5.410	2.580	3.940	2.540	53.000	5.380	61.957	18.219	9.67	7.412	4.21	27.578	39.313	6.89	60.95	5.285	4.515	5.454	40.2	13.94	9.144	3.644	21.45	31.471	4.289	3.587	18.36	42.75	5.556	8.148	11.452	6.937
9/4/20	33.850	5.220	8.360	5.900	3.430	10.100	13.360	3.190	5.675	3.023	2.490	2.510	11.140	5.290	2.570	3.940	2.520	53.150	5.440	62.103	18.315	9.68	7.385	4.26	27.512	39.077	6.83	61.1	5.267	4.508	5.448	39.4	13.64	9.174	3.624	21.55	31.794	4.270	3.579	18.4	42.65	5.550	8.144	11.406	6.921
9/7/20	34.400	5.090	8.260	5.840	3.510	9.800	13.080	3.190	5.651	3.292	2.490	2.500	10.960	5.230	2.540	3.930	2.510	52.600	5.420	62.418	18.234	9.63	7.398	4.22	24.872	38.760	6.8	59.15	5.253	4.493	5.435	39.55	13.64	9.077	3.620	21.25	32.258	4.255	3.563	18.28	42.2	5.560	8.283	11.358	6.933
9/8/20	34.450	5.110	8.300	5.880	3.480	9.760	13.400	3.220	5.717	3.231	2.580	2.600	10.840	5.350	2.550	4.000	2.550	53.550	5.590	62.811	18.669	9.6	7.438	4.42	23.933	38.266	6.83	58.8	5.264	4.495	5.468	39.55	13.6	9.544	3.634	21.45	32.040	4.302	3.600	18.76	42.2	5.604	8.287	11.378	7.042
9/9/20	34.900	4.830	8.150	5.860	3.420	10.020	13.240	3.220	5.785	3.408	2.570	2.570	10.520	5.420	2.530	3.990	2.560	53.850	5.500	61.817	18.443	9.55	7.441	4.39	22.458	37.725	6.82	58.65	5.252	4.469	5.444	39.3	13.6	9.369	3.641	21.35	31.736	4.287	3.596	18.36	42.25	5.603	8.133	11.354	7.010
9/10/20	34.000	4.800	8.090	5.820	3.410	10.640	13.080	3.190	5.704	3.392	2.540	2.550	10.580	5.390	2.490	3.970	2.530	53.150	5.420	61.918	18.462	9.62	7.428	4.32	22.057	38.217	6.74	57.55	5.239	4.445	5.398	39.05	13.5	9.707	3.629	21.25	32.274	4.253	3.584	18.2	41.75	5.568	8.142	11.295	6.963
9/11/20	35.700	4.900	8.110	5.810	3.390	10.860	13.180	3.180	5.704	3.069	2.540	2.530	10.680	5.400	2.490	3.920	2.510	53.150	5.390	62.211	18.133	9.6	7.394	4.3	22.124	37.547	6.71	57.2	5.228	4.434	5.398	38.9	13.92	9.707	3.629	21.2	31.752	4.218	3.583	18.22	41.75	5.591	8.063	11.249	6.974
9/14/20	35.350	4.990	8.090	5.860	3.370	11.000	13.260	3.170	5.713	2.762	2.540	2.530	10.840	5.690	2.490	3.940	2.560	53.800	5.350	62.907	18.276	9.66	7.397	4.27	21.485	38.509	6.64	57.4	5.257	4.461	5.451	38.8	14.24	9.639	3.653	21.2	31.522	4.233	3.596	18.22	41.7	5.610	8.023	11.266	6.976
9/15/20	35.300	5.040	8.090	5.900	3.360	10.840	13.340	3.170	5.725	2.846	2.560	2.520	10.680	5.520	2.480	3.920	2.540	53.550	5.360	63.724	18.351	9.9	7.381	4.29	21.790	39.078	6.61	58.8	5.279	4.479	5.462	39.2	14.12	9.667	3.668	21.35	31.845	4.228	3.611	18.22	41.85	5.622	8.113	11.266	6.993
9/16/20	35.100	4.960	8.180	5.840	3.350	10.980	13.260	3.150	5.806	2.915	2.520	2.520	10.860	5.520	2.490	3.900	2.520	53.100	5.350	63.162	18.645	9.49	7.400	4.26	21.502	39.412	6.53	58.45	5.335	4.521	5.507	39.65	15	9.844	3.683	21.2	32.344	4.257	3.637	18.1	42	5.668	8.158	11.313	7.033
9/17/20	34.500	4.980	8.360	5.880	3.340	10.820	13.400	3.150	5.798	2.869	2.500	2.510	10.700	5.470	2.510	3.900	2.500	52.400	5.300	62.790	18.505	9.43	7.368	4.24	21.392	39.026	6.44	58.8	5.317	4.503	5.488	38.7	14.62	9.705	3.678	20.85	32.151	4.217	3.632	17.76	42.05	5.660	8.055	11.263	7.047
9/18/20	31.400	5.000	8.290	6.080	3.330	11.060	13.660	3.170	5.873	2.915	2.510	2.550	10.720	5.730	2.520	3.900	2.510	52.450	5.320	63.713	19.074	9.4	7.453	4.25	21.535	39.774	6.35	58.6	5.358	4.534	5.553	39.25	14.4	10.396	3.709	20.35	33.545	4.316	3.664	18.56	41.9	5.702	8.312	11.380	7.144
9/21/20	32.250	4.930	8.100	6.060	3.290	11.140	13.780	3.130	5.820	2.800	2.490	2.500	10.280	5.520	2.470	3.850	2.440	51.900	5.280	64.403	18.985	9.5	7.380	4.2	21.183	40.532	6.22	57.1	5.296	4.521	5.489	38	14.48	10.170	3.667	20.1	33.187	4.259	3.633	18.04	41.75	5.649	8.188	11.206	7.072
9/22/20	32.050	4.800	7.910	5.960	3.220	10.940	13.840	3.110	5.750	2.738	2.480	2.490	10.260	5.380	2.420	3.820	2.390	51.500	5.260	63.442	18.804	9.5	7.350	4.16	20.804	42.363	6.02	57	5.270	4.492	5.464	37.55	14.4	9.808	3.658	19.74	33.104	4.241	3.624	17.96	41.6	5.635	8.082	11.088	7.076
9/23/20	32.050	4.720	7.790	5.800	3.160	10.820	13.720	3.070	5.691	2.838	2.460	2.460	10.280	5.310	2.410	3.720	2.340	50.900	5.180	63.181	18.541	9.51	7.319	4.11	21.113	41.088	5.93	56.55	5.247	4.462	5.418	37.7	14.62	9.845	3.654	19.64	32.666	4.189	3.597	17.76	41.85	5.600	7.956	10.961	7.023
9/24/20	31.600	4.830	7.510	5.730	3.090	11.040	13.480	2.980	5.584	2.738	2.410	2.410	10.080	5.260	2.340	3.680	2.330	49.950	5.060	61.662	18.284	9.57	7.241	4.02	20.429	40.858	5.81	55.95	5.187	4.415	5.357	37	14.1	9.681	3.632	19.68	31.892	4.109	3.575	17.2	41.6	5.561	7.706	10.782	6.957
9/25/20	30.800	4.690	7.440	5.610	3.140	10.740	13.540	2.980	5.588	2.738	2.400	2.400	9.930	5.290	2.330	3.660	2.360	50.350	5.020	61.454	18.546	9.2	7.201	3.99	20.988	39.580	5.68	55.2	5.190	4.418	5.349	37.2	14.22	9.824	3.623	19.28	31.369	4.111	3.578	17.1	41.55	5.554	7.609	10.755	6.973
9/28/20	30.950	4.710	7.450	5.810	3.140	10.940	13.940	3.010	5.632	2.808	2.430	2.480	9.950	5.130	2.370	3.820	2.330	50.050	5.070	60.327	18.865	9.4	7.259	4.05	20.230	40.062	5.69	55.3	5.211	4.426	5.370	36.6	14.66	9.933	3.687	19.38	32.314	4.130	3.630	17.24	41.1	5.621	7.851	10.764	7.043
9/29/20	32.600	4.750	7.490	5.800	3.120	10.980	13.920	2.970	5.640	2.892	2.390	2.400	9.750	5.050	2.270	3.660	2.320	48.950	5.010	60.332	18.773	9.22	7.254	3.99	20.888	40.240	5.61	56.45	5.185	4.423	5.355	36.85	14.98	9.813	3.639	19.14	32.167	4.093	3.604	17.3	40.55	5.583	7.709	10.722	6.981
9/30/20	32.650	4.830	7.450	5.760	3.110	10.700	13.900	2.990	5.695	2.915	2.400	2.420	9.780	5.050	2.270	3.720	2.320	49.450	5.020	60.827	18.796	9.48	7.270	4.02	20.747	39.897	5.69	56.25	5.181	4.462	5.341	37.5	15.58	9.575	3.652	19.4	31.977	4.165	3.618	17.34	40.6	5.615	7.737	10.716	7.018
10/5/20	33.200	4.760	7.360	5.020	3.110	10.700	13.700	2.990	5.695	3.115	2.400	2.400	9.720	5.090	2.240	3.740	2.380	49.500	4.980	60.827	18.796	9.35	7.270	4	20.747	39.897	5.6	55.9	5.181	4.462	5.341	37.55	15.66	9.575	3.652	19.34	31.977	4.165	3.618	18.16	41.05	5.615	7.737	10.716	7.018
10/6/20	35.100	4.890	7.600	5.140	3.170	11.000	13.740	2.990	5.695	3.138	2.370	2.400	10.080	5.040	2.260	3.740	2.340	49.650	4.980	60.827	18.796	9.68	7.270	3.99	20.747	39.897	5.71	56.45	5.181	4.462	5.341	38.15	16.08	9.575	3.652	19.66	31.977	4.165	3.618	18	41.4	5.615	7.737	10.716	7.018
10/7/20	34.900	5.030	7.730	5.170	3.180	11.140	13.760	2.960	5.695	3.177	2.390	2.400	10.020	5.160	2.260	3.760	2.320	50.400	5.010	60.827	18.796	9.98	7.270	4.03	20.747	39.897	5.8	56.35	5.181	4.462	5.341	39.1	16.16	9.575	3.652	19.78	31.977	4.165	3.618	17.94	41.65	5.615	7.737	10.716	7.018
10/8/20	34.900	5.350	7.650	5.170	3.170	11.600	13.400	2.970	5.695	3.285	2.410	2.430	10.140	5.130	2.270	3.740	2.340	50.350	5.020	60.827	18.796	10	7.270	4.04	20.747	39.897	5.71	56.25	5.181	4.462	5.341	38.8	16.78	9.575	3.652	19.78	31.977	4.165	3.618	18.06	41.4	5.615	7.737	10.716	7.018
10/9/20	34.800	5.280	7.650	5.390	3.170	11.380	13.720	2.970	5.846	3.215	2.390	2.420	10.000	5.020	2.270	3.790	2.330	49.950	5.020	63.380	19.194	9.96	7.455	4.01	21.150	40.054	5.68	56.15	5.267	4.549	5.441	38.1	16.8	10.303	3.716	19.9	32.448	4.237	3.670	17.96	41	5.684	7.953	10.905	7.108
10/12/20	34.750	5.490	7.640	5.400	3.210	11.700	13.840	3.110	5.848	3.200	2.490	2.530	10.120	5.400	2.290	3.930	2.460	50.800	5.300	64.129	19.232	10.04	7.490	4.24	21.323	40.210	5.86	55.25	5.285	4.549	5.480	38.6	16.2	10.328	3.711	20.25	32.524	4.435	3.665	18.22	41.6	5.698	8.157	11.017	7.157
10/14/20	34.750	5.570	7.400	5.340	3.040	12.000	13.760	3.110	5.771	3.323	2.510	2.560	9.750	5.510	2.230	3.860	2.420	51.300	5.300	66.477	19.228	9.76	7.525	4.26	21.882	39.471	5.67	57.3	5.263	4.524	5.471	38.55	16.3	10.526	3.693	19.9	32.061	4.582	3.659	17.96	41.7	5.678	7.917	10.999	7.121
10/15/20	34.450	5.550	7.290	5.450	3.010	12.000	13.960	3.140	5.773	3.338	2.480	2.580	9.920	5.420	2.200	3.850	2.420	50.250	5.260	66.768	19.302	9.63	7.467	4.24	21.434	39.065	5.63	55.5	5.278	4.517	5.485	38.1	15.82	10.498	3.699	19.42	31.920	4.586	3.665	17.82	41.05	5.681	7.905	11.086	7.179
10/16/20	34.000	5.660	7.280	5.530	3.010	11.960	14.060	3.290	6.029	3.423	2.560	2.690	10.120	5.330	2.200	4.000	2.370	50.000	5.560	66.767	19.695	9.62	7.521	4.42	21.615	39.667	5.84	55.5	5.334	4.548	5.554	38.05	15.98	10.819	3.738	19.58	32.238	4.698	3.691	18.5	41.1	5.774	7.903	11.247	7.406
10/19/20	32.950	5.710	7.410	5.370	3.010	11.620	13.780	3.350	6.146	3.300	2.580	2.760	9.860	5.300	2.210	3.950	2.410	49.950	5.660	66.390	19.529	9.55	7.526	4.58	21.732	39.846	5.86	54.95	5.334	4.546	5.590	38.25	15.82	10.622	3.757	19.68	32.169	4.697	3.723	18.7	41.15	5.821	7.920	11.191	7.561
10/20/20	33.500	5.720	7.260	5.370	2.970	12.060	13.720	3.330	5.966	3.285	2.540	2.700	9.890	5.400	2.180	3.880	2.390	49.950	5.600	66.917	19.512	9.48	7.522	4.54	21.509	39.431	5.82	55.25	5.305	4.562	5.560	38.2	16.26	10.644	3.726	19.52	31.897	4.666	3.691	18.76	41.1	5.781	7.893	11.120	7.371
10/21/20	33.950	5.740	7.350	5.350	2.980	12.080	13.800	3.330	6.071	3.292	2.550	2.750	9.670	6.000	2.190	3.890	2.610	51.900	5.660	67.584	19.518	9.44	7.586	4.59	21.068	39.874	5.81	54.95	5.360	4.579	5.640	37.9	16.44	10.580	3.775	19.58	32.196	4.824	3.740	18.48	40.65	5.884	7.924	11.303	7.492
10/22/20	33.700	5.710	7.150	5.260	3.000	12.020	13.820	3.360	6.029	3.308	2.600	2.780	9.470	5.310	2.160	3.980	2.470	50.500	5.790	67.940	19.524	9.78	7.524	4.71	19.930	39.535	5.81	54.1	5.322	4.545	5.588	38	16.3	10.446	3.745	19.72	32.451	4.777	3.722	18.64	40.45	5.866	7.837	11.188	7.501
10/23/20	33.400	5.550	7.670	5.380	3.200	12.240	14.080	3.440	6.177	3.569	2.610	2.820	9.200	5.530	2.300	4.060	2.550	50.900	5.800	67.593	19.332	9.9	7.534	4.77	19.286	39.394	5.92	53.85	5.389	4.520	5.610	38.2	16.12	10.338	3.755	19.62	32.313	4.821	3.744	19.08	40.65	5.865	7.835	11.242	7.499
10/27/20	32.900	5.690	7.360	5.770	3.140	12.280	14.000	3.310	6.276	3.615	2.580	2.740	9.060	5.430	2.260	3.950	2.610	50.300	5.610	66.145	19.336	9.52	7.443	4.58	19.949	37.990	5.81	54.05	5.305	4.484	5.455	37.9	16.8	10.240	3.733	19.12	31.749	4.635	3.710	18.24	40.35	5.814	7.767	10.957	7.385
10/28/20	33.850	5.670	7.260	5.600	3.040	12.260	13.640	3.230	6.289	3.692	2.550	2.690	8.890	5.160	2.220	3.880	2.550	49.050	5.530	65.949	19.119	9.42	7.429	4.53	20.213	37.939	5.71	52.55	5.275	4.469	5.436	37.4	16.46	10.274	3.697	19.08	31.005	4.526	3.663	18.12	40.05	5.759	7.705	10.826	7.244
10/29/20	33.500	5.620	7.150	5.630	3.030	12.100	13.640	3.240	6.374	3.738	2.510	2.680	8.910	4.980	2.180	3.870	2.460	48.100	5.490	66.542	19.063	9.49	7.424	4.49	20.241	37.988	5.71	53.2	5.265	4.492	5.427	37.25	16.7	10.149	3.683	19.2	31.614	4.503	3.637	17.56	39.85	5.727	7.586	10.819	7.263
10/30/20	33.500	5.600	7.040	5.630	3.010	11.960	13.400	3.150	6.187	3.808	2.450	2.620	8.890	4.760	2.170	3.810	2.440	47.150	5.350	67.701	19.292	9.54	7.427	4.36	19.813	37.668	5.53	53.75	5.249	4.519	5.411	36.9	16.98	10.138	3.685	19.4	31.921	4.542	3.650	16.84	39.85	5.701	7.601	10.729	7.288
11/2/20	33.500	5.770	7.030	5.520	3.090	12.740	13.520	3.270	6.428	3.731	2.530	2.790	9.350	4.780	2.200	3.920	2.470	48.550	5.540	69.714	19.342	9.58	7.343	4.53	19.968	38.245	5.66	52.9	5.224	4.529	5.421	36.45	16.58	10.644	3.695	19.46	32.373	4.494	3.672	16.8	39.5	5.722	7.841	10.714	7.227
11/3/20	33.200	5.800	7.290	5.630	3.170	13.340	13.560	3.310	6.488	4.100	2.570	2.760	9.490	4.940	2.270	3.980	2.530	49.050	5.640	69.678	19.535	9.89	7.429	4.6	20.139	38.594	5.83	53.45	5.270	4.585	5.479	36.75	15.64	10.795	3.714	19.48	32.535	4.620	3.691	17.42	40	5.746	7.881	10.795	7.278
11/4/20	33.000	5.750	7.250	5.610	3.100	13.480	13.560	3.250	6.704	4.100	2.560	2.740	9.610	4.940	2.260	3.950	2.490	48.050	5.640	72.493	19.959	10.04	7.508	4.59	19.913	39.056	5.75	53.95	5.305	4.582	5.514	37.05	15.54	10.854	3.731	19.32	32.830	4.687	3.696	17.1	40.1	5.771	7.986	10.889	7.403
11/5/20	34.000	5.510	7.330	5.690	3.140	13.600	13.760	3.330	7.184	4.500	2.590	2.790	10.040	5.080	2.300	4.050	2.550	49.950	5.780	73.717	20.225	10.92	7.571	4.64	20.484	40.979	5.97	54.75	5.364	4.648	5.576	37.8	16.66	11.034	3.756	19.94	34.335	4.754	3.733	17.34	40.65	5.811	8.158	10.987	7.466
11/6/20	35.500	5.820	7.310	5.770	3.190	13.600	14.000	3.330	7.260	4.500	2.630	2.820	10.020	5.120	2.300	4.070	2.560	50.750	5.840	77.851	20.911	10.9	7.588	4.68	20.055	40.696	6.08	54.75	5.371	4.668	5.583	37.85	16.86	11.130	3.765	20.25	34.551	4.762	3.753	17.42	40.6	5.817	8.198	11.013	7.494
11/9/20	43.050	5.950	7.380	5.800	3.230	14.460	13.880	3.330	7.649	4.908	2.670	2.880	10.140	5.180	2.330	4.180	2.570	50.600	5.910	79.003	20.958	11.02	7.625	4.7	20.186	39.940	6.12	54.2	5.380	4.690	5.614	37.3	17.14	11.555	3.766	20.25	34.583	4.772	3.754	17.8	40.35	5.824	8.234	11.029	7.485
11/10/20	42.400	6.150	8.410	5.900	3.550	13.600	14.300	3.390	7.559	4.908	2.720	2.890	9.970	5.220	2.480	4.220	2.580	51.250	6.000	77.186	20.920	11.06	7.606	4.74	20.029	40.937	6.31	53.7	5.403	4.735	5.614	39.75	16.28	11.380	3.774	20.85	34.374	4.770	3.762	17.98	40.9	5.883	8.227	11.087	7.559
11/11/20	38.950	6.240	8.840	6.120	3.670	13.200	14.900	3.490	7.471	4.338	2.820	2.960	11.040	5.550	2.530	4.320	2.850	53.950	6.190	76.948	21.046	11.26	7.623	4.89	20.052	41.286	6.58	56.05	5.425	4.817	5.612	40.95	15.24	11.634	3.788	21.85	34.808	4.887	3.777	18.2	41.95	5.928	8.290	11.178	7.694
11/12/20	40.800	6.170	8.900	6.100	3.600	13.940	14.760	3.420	7.493	4.585	2.770	2.940	10.960	5.330	2.480	4.310	2.700	52.650	6.140	77.825	20.778	11.04	7.634	4.79	19.547	40.994	6.34	56.25	5.382	4.761	5.593	40.1	15.88	11.714	3.788	21.05	34.897	4.866	3.764	18.02	41.3	5.875	8.232	11.058	7.657
